MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4500,639,1400693,7547,0.0,0.0,0.0,761.0,147780.0,53254.26,0.0,52638.37,0.0,0.0,210103.95,1132.05,518256.41,4452.73,987617.77
FEV,4545,948,1442515,18431,0.0,0.0,0.0,452.0,149257.8,79006.32,0.0,31264.84,0.0,0.0,216377.25,2764.65,533730.55,10874.29,1023275.7
MAR,4542,1271,1540053,32598,0.0,0.0,0.0,129.0,149159.28,105925.14,0.0,8922.93,0.0,0.0,231007.95,4889.7,569819.61,19232.82,1088957.43
ABR,3514,555,1185784,13180,0.0,0.0,986.0,845.0,115399.76,46253.7,26878.36,58448.65,0.0,0.0,177867.6,1977.0,438740.08,7776.2,873341.35
MAI,3521,959,1236072,18994,0.0,0.0,979.0,441.0,115629.64,79923.06,26687.54,30503.97,0.0,0.0,185410.8,2849.1,457346.64,11206.46,909557.21
JUN,4402,1099,1379614,32948,0.0,0.0,98.0,301.0,144561.68,91590.66,2671.48,20820.17,0.0,0.0,206942.1,4942.2,510457.18,19439.32,1001424.79
JUL,4516,1623,1386938,21920,0.0,223.0,0.0,0.0,148305.44,135260.82,0.0,0.0,0.0,37169.64,208040.7,3288.0,513167.06,12932.8,1058164.46
AGO,3534,826,1295432,22478,0.0,0.0,966.0,574.0,116056.56,68838.84,26333.16,39703.58,0.0,0.0,194314.8,3371.7,479309.84,13262.02,941190.5
SET,3534,535,1215660,15229,0.0,0.0,966.0,865.0,116056.56,44586.9,26333.16,59832.05,0.0,0.0,182349.0,2284.35,449794.2,8985.11,890221.33
OUT,3923,752,1252986,16269,0.0,0.0,577.0,648.0,128831.32,62671.68,15729.02,44822.16,0.0,0.0,187947.9,2440.35,463604.82,9598.71,915645.96
NOV,4541,1549,1330362,24430,0.0,149.0,0.0,0.0,149126.44,129093.66,0.0,0.0,0.0,24835.32,199554.3,3664.5,492233.94,14413.7,1012921.86
DEZ,4544,1376,1354910,18834,0.0,0.0,0.0,24.0,149224.96,114675.84,0.0,1660.08,0.0,0.0,203236.5,2825.1,501316.7,11112.06,984051.24
TOTAIS,4545,1623,16021019,242858,,,,,,,,,,,,,,,11686369.6
