Descricao,Valor
kWh fornecido (EnergyMeter kWh),16478547.0
kWh da carga (Zone kWh),15109355.0
Zone losses (Zone Losses kWh),926769.0
Perdas na linha MT (Line Losses kWh),28054.0
Perdas nos trafos (Transformer Losses kWh),898703.0
Perdas em vazio ferro (No Load Losses kWh),844343.0
Perdas em carga cobre (Transformer - NoLoad) kWh,54360.0
