Descricao,Valor
kWh fornecido (EnergyMeter kWh),16915570.0
kWh da carga (Zone kWh),14906031.0
Zone losses (Zone Losses kWh),1018916.0
Perdas na linha MT (Line Losses kWh),36127.0
Perdas nos trafos (Transformer Losses kWh),982792.0
Perdas em vazio ferro (No Load Losses kWh),941798.0
Perdas em carga cobre (Transformer - NoLoad) kWh,40994.0
