MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4678,0,1467952,-1,0.0,0.0,322.0,0.0,153625.52,0.0,8777.72,0.0,0.0,0.0,220192.8,-0.15,543142.24,-0.59,925737.54
FEV,5038,0,1508816,-1,0.0,0.0,0.0,0.0,165447.92,0.0,0.0,0.0,0.0,0.0,226322.4,-0.15,558261.92,-0.59,950031.5
MAR,5045,0,1628721,-1,0.0,0.0,0.0,0.0,165677.8,0.0,0.0,0.0,0.0,0.0,244308.15,-0.15,602626.77,-0.59,1012611.98
ABR,4038,0,1250192,-1,0.0,0.0,962.0,0.0,132607.92,0.0,26224.12,0.0,0.0,0.0,187528.8,-0.15,462571.04,-0.59,808931.14
MAI,4038,0,1307339,-2,0.0,0.0,962.0,0.0,132607.92,0.0,26224.12,0.0,0.0,0.0,196100.85,-0.3,483715.43,-1.18,838646.84
JUN,4453,0,1469125,-2,0.0,0.0,547.0,0.0,146236.52,0.0,14911.22,0.0,0.0,0.0,220368.75,-0.3,543576.25,-1.18,925091.26
JUL,4684,0,1469121,-2,0.0,0.0,316.0,0.0,153822.56,0.0,8614.16,0.0,0.0,0.0,220368.15,-0.3,543574.77,-1.18,926378.16
AGO,4039,0,1373264,-1,0.0,0.0,961.0,0.0,132640.76,0.0,26196.86,0.0,0.0,0.0,205989.6,-0.15,508107.68,-0.59,872934.16
SET,4039,0,1283420,-2,0.0,0.0,961.0,0.0,132640.76,0.0,26196.86,0.0,0.0,0.0,192513.0,-0.3,474865.4,-1.18,826214.54
OUT,4037,0,1323887,-1,0.0,0.0,963.0,0.0,132575.08,0.0,26251.38,0.0,0.0,0.0,198583.05,-0.15,489838.19,-0.59,847246.96
NOV,5050,0,1406648,-1,0.0,0.0,0.0,0.0,165842.0,0.0,0.0,0.0,0.0,0.0,210997.2,-0.15,520459.76,-0.59,897298.22
DEZ,5010,0,1427786,-1,0.0,0.0,0.0,0.0,164528.4,0.0,0.0,0.0,0.0,0.0,214167.9,-0.15,528280.82,-0.59,906976.38
TOTAIS,5050,0,16916271,-16,,,,,,,,,,,,,,,10738098.680000002
