Mes,Posto,N_pontos_SIM16,Consumo_P_SIM16_kWh,Consumo_Q_SIM16_kVArh,DemandaMax_P_SIM16_kW,DemandaMax_Q_SIM16_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1445998.7785,146560.964325,4808.0,587.542,2712
JANEIRO,PONTA,264,11866.945195825,16736.955725,755.21,452.161,264
FEVEREIRO,FORA_PONTA,2448,1488335.914,154134.23403,5251.62,605.1610000000001,2448
FEVEREIRO,PONTA,240,24222.6986955,17227.274075,1075.641,491.028,240
MARCO,FORA_PONTA,2736,1589730.132,152369.563225,5251.530000000001,537.26,2736
MARCO,PONTA,240,39309.15155,16489.00475,1411.851,372.631,240
ABRIL,FORA_PONTA,2640,1221646.296,93160.190475,3649.84,320.837,2640
ABRIL,PONTA,240,18766.33426765,11979.9222,667.712,348.374,240
MAIO,FORA_PONTA,2724,1274657.50375,81488.6848925,3612.41,364.885,2724
MAIO,PONTA,252,25109.91951225,11594.889675,1087.633,270.5727,252
JUNHO,FORA_PONTA,2640,1424974.35195,69166.0831475,4573.700000000001,251.2501,2640
JUNHO,PONTA,240,39372.675928,10178.97555,1233.315,225.6524,240
JULHO,FORA_PONTA,2700,1430181.49075,59405.671305025004,4814.450000000001,237.4133,2700
JULHO,PONTA,276,28030.1946941,10527.5049,1778.491,254.4881,276
AGOSTO,FORA_PONTA,2724,1336785.4885,63869.6892325,3876.19,260.1339,2724
AGOSTO,PONTA,252,28626.88255725,11140.2946475,949.412,296.78340000000003,252
SETEMBRO,FORA_PONTA,2616,1252925.12725,72904.6696425,3601.54,289.1869,2616
SETEMBRO,PONTA,264,21782.110575,12400.6227,646.697,267.0655,264
OUTUBRO,FORA_PONTA,2700,1292057.3148,90877.448575,4075.33,405.708,2700
OUTUBRO,PONTA,276,22514.6822547,14484.57075,872.634,359.246,276
NOVEMBRO,FORA_PONTA,2652,1373184.645,108556.80965,5250.21,496.818,2652
NOVEMBRO,PONTA,228,30052.6194405,14328.794925,1701.553,441.26,228
DEZEMBRO,FORA_PONTA,2712,1399300.47175,124675.605275,5247.09,532.861,2712
DEZEMBRO,PONTA,264,23582.040098225,17277.0196,1521.139,471.306,264
