MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4708.0,0.0,1445214.0,-2,0.0,0.0,367.0,645.0,154610.72,0.0,10004.42,44614.65,0.0,0.0,216782.1,-0.3,534729.18,-1.18,960739.59
FEV,5112.0,208.0,1496161.0,172,0.0,0.0,0.0,437.0,167878.08,17334.72,0.0,30227.29,0.0,0.0,224424.15,25.8,553579.57,101.48,993571.09
MAR,5119.0,536.0,1611350.0,1546,0.0,0.0,0.0,109.0,168107.96,44670.24,0.0,7539.53,0.0,0.0,241702.5,231.9,596199.5,912.14,1059363.77
ABR,4095.0,0.0,1230158.0,-1,0.0,0.0,980.0,645.0,134479.8,0.0,26714.8,44614.65,0.0,0.0,184523.7,-0.15,455158.46,-0.59,845490.67
MAI,4098.0,220.0,1288017.0,324,0.0,0.0,977.0,425.0,134578.32,18334.8,26633.02,29397.25,0.0,0.0,193202.55,48.6,476566.29,191.16,878951.99
JUN,4479.0,362.0,1449693.0,2257,0.0,0.0,596.0,283.0,147090.36,30169.08,16246.96,19575.11,0.0,0.0,217453.95,338.55,536386.41,1331.63,968592.05
JUL,4714.0,894.0,1443539.0,3628,0.0,249.0,361.0,0.0,154807.76,74505.96,9840.86,0.0,0.0,41503.32,216530.85,544.2,534109.43,2140.52,1033982.9
AGO,4099.0,86.0,1354065.0,146,0.0,0.0,976.0,559.0,134611.16,7167.24,26605.76,38666.03,0.0,0.0,203109.75,21.9,501004.05,86.14,911272.03
SET,4099.0,0.0,1265725.0,-1,0.0,0.0,976.0,645.0,134611.16,0.0,26605.76,44614.65,0.0,0.0,189858.75,-0.15,468318.25,-0.59,864007.83
OUT,4098.0,10.0,1302708.0,1,0.0,0.0,977.0,635.0,134578.32,833.4,26633.02,43922.95,0.0,0.0,195406.2,0.15,482001.96,0.59,883376.59
NOV,5103.0,819.0,1387911.0,2140,0.0,174.0,0.0,0.0,167582.52,68255.46,0.0,0.0,0.0,29002.32,208186.65,321.0,513527.07,1262.6,988137.62
DEZ,5102.0,643.0,1409787.0,1525,0.0,0.0,0.0,2.0,167549.68,53587.62,0.0,138.34,0.0,0.0,211468.05,228.75,521621.19,899.75,955493.38
TOTAIS,5119.0,894.0,16684328.0,11735,0.0,249.0,980.0,645.0,1800485.84,314858.52,169284.59999999998,303310.45,0.0,70505.64,2502649.1999999997,1760.25,6173201.36,6923.65,11342979.51
CTOTAL,,,16696063.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11342979.51
DCFP,5075.0,,,,,,,,,,,,,,,,,,
DCP,,645.0,,,,,,,,,,,,,,,,,
