Descricao,Valor
kWh fornecido (EnergyMeter kWh),11889710.0
kWh da carga (Zone kWh),14838515.0
Zone losses (Zone Losses kWh),942242.0
Perdas na linha MT (Line Losses kWh),19821.0
Perdas nos trafos (Transformer Losses kWh),922434.0
Perdas em vazio ferro (No Load Losses kWh),874325.0
Perdas em carga cobre (Transformer - NoLoad) kWh,48109.0
