MES,DMFP (kW),DMP (kW),CFP_rede (kWh),CP_rede (kWh),Inj_FP (kWh),Inj_P (kWh),DemMax_Inj_FP (kW),DemMax_Inj_P (kW),Credito_ini_FP (kWh),Credito_ini_P (kWh),Comp_FP (kWh),Comp_P (kWh),CFP_fat (kWh),CP_fat (kWh),Excedente_FP (kWh),Excedente_P (kWh),Credito_fim_FP (kWh),Credito_fim_P (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP_rede (R$0,15) TUSD","CP_rede  (R$0,15) TUSD","Credito_FP (R$0,29) TE","Credito_P  (R$0,46) TE",CFP_fat (R$ TE Liquido),CP_fat  (R$ TE Liquido),R$TOTAL_MES
JAN,4601,2190,1247986.0,106519.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1247986.0,106519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,151096.84,182514.6,0.0,56027.7,0.0,0.0,187197.9,15977.85,0.0,0.0,461754.82,62846.21,1117415.92
FEV,5294,2497,1302919.0,111067.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1302919.0,111067.0,0.0,0.0,0.0,0.0,794.0,0.0,0.0,503.0,173854.96,208099.98,0.0,34792.51,52149.92,0.0,195437.85,16660.05,0.0,0.0,482080.03,65529.53,1228604.83
MAR,5425,2821,1398719.0,125600.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1398719.0,125600.0,0.0,0.0,0.0,0.0,925.0,0.0,0.0,179.0,178157.0,235102.14,0.0,12381.43,60754.0,0.0,209807.85,18840.0,0.0,0.0,517526.03,74104.0,1306672.45
ABR,3488,2106,1046337.0,105623.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1046337.0,105623.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,894.0,114545.92,175514.04,27587.12,61837.98,0.0,0.0,156950.55,15843.45,0.0,0.0,387144.69,62317.57,1001741.32
MAI,3452,2510,1089969.0,115994.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1089969.0,115994.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,490.0,113363.68,209183.4,28568.48,33893.3,0.0,0.0,163495.35,17399.1,0.0,0.0,403288.53,68436.46,1037628.3
JUN,4376,2650,1242724.0,125570.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1242724.0,125570.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,350.0,143707.84,220851.0,3380.24,24209.5,0.0,0.0,186408.6,18835.5,0.0,0.0,459807.88,74086.3,1131286.86
JUL,4608,3175,1229189.0,127766.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1229189.0,127766.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,151326.72,264604.5,0.0,0.0,0.0,29169.0,184378.35,19164.9,0.0,0.0,454799.93,75381.94,1178825.34
AGO,3456,2377,1150062.0,119111.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1150062.0,119111.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,623.0,113495.04,198099.18,28459.44,43092.91,0.0,0.0,172509.3,17866.65,0.0,0.0,425522.94,70275.49,1069320.95
SET,3092,2085,1065787.0,117526.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1065787.0,117526.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.0,915.0,101541.28,173763.9,38382.08,63290.55,0.0,0.0,159868.05,17628.9,0.0,0.0,394341.19,69340.34,1018156.29
OUT,3897,2303,1096837.0,121922.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1096837.0,121922.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,697.0,127977.48,191932.02,16437.78,48211.49,0.0,0.0,164525.55,18288.3,0.0,0.0,405829.69,71933.98,1045136.29
NOV,5364,3100,1195911.0,112116.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1195911.0,112116.0,0.0,0.0,0.0,0.0,864.0,0.0,0.0,0.0,176153.76,258354.0,0.0,0.0,56747.52,0.0,179386.65,16817.4,0.0,0.0,442487.07,66148.44,1196094.84
DEZ,5273,2927,1210241.0,114506.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1210241.0,114506.0,0.0,0.0,0.0,0.0,773.0,0.0,0.0,73.0,173165.32,243936.18,0.0,5049.41,50770.64,0.0,181536.15,17175.9,0.0,0.0,447789.17,67558.54,1186981.31
TOTAIS,5425,3175,14276681.0,1403320.0,0.0,0.0,,,,,0.0,0.0,14276681.0,1403320.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,13517864.699999997
