MES,DMFP (kW),DMP (kW),CFP_rede (kWh),CP_rede (kWh),Inj_FP (kWh),Inj_P (kWh),DemMax_Inj_FP (kW),DemMax_Inj_P (kW),Credito_ini_FP (kWh),Credito_ini_P (kWh),Comp_FP (kWh),Comp_P (kWh),CFP_fat (kWh),CP_fat (kWh),Excedente_FP (kWh),Excedente_P (kWh),Credito_fim_FP (kWh),Credito_fim_P (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP_rede (R$0,15) TUSD","CP_rede  (R$0,15) TUSD","Credito_FP (R$0,29) TE","Credito_P  (R$0,46) TE",CFP_fat (R$ TE Liquido),CP_fat  (R$ TE Liquido),R$TOTAL_MES
JAN,3102,1969,835445.0,96367.0,22982.0,0.0,935,0,0.0,0.0,22982.0,0.0,812463.0,96367.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.0,1031.0,101869.68,164096.46,38109.48,71314.27,0.0,0.0,125316.75,14455.05,6664.78,0.0,302449.87,56856.53,874468.09
FEV,3900,2218,970659.0,103686.0,12847.0,0.0,856,0,0.0,0.0,12847.0,0.0,957812.0,103686.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,782.0,128076.0,184848.12,16356.0,54090.94,0.0,0.0,145598.85,15552.9,3725.63,0.0,355418.2,61174.74,961115.75
MAR,4450,2676,1043931.0,120621.0,16733.0,0.0,938,0,0.0,0.0,16733.0,0.0,1027198.0,120621.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,324.0,146138.0,223017.84,1363.0,22411.08,0.0,0.0,156589.65,18093.15,4852.57,0.0,381401.9,71166.39,1020181.01
ABR,2947,2114,779919.0,106130.0,27280.0,0.0,1072,0,0.0,0.0,27280.0,0.0,752639.0,106130.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,886.0,96779.48,176180.76,42334.78,61284.62,0.0,0.0,116987.85,15919.5,7911.2,0.0,280658.83,62616.7,852762.52
MAI,3192,2519,895930.0,116525.0,20317.0,0.0,849,0,0.0,0.0,20317.0,0.0,875613.0,116525.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,481.0,104825.28,209933.46,35656.08,33270.77,0.0,0.0,134389.5,17478.75,5891.93,0.0,325602.17,68749.75,929905.76
JUN,4088,2659,1070012.0,126075.0,4158.0,0.0,680,0,0.0,0.0,4158.0,0.0,1065854.0,126075.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,341.0,134249.92,221601.06,11231.12,23586.97,0.0,0.0,160501.8,18911.25,1205.82,0.0,394698.62,74384.25,1039164.99
JUL,3935,3183,1013320.0,128348.0,6939.0,0.0,892,0,0.0,0.0,6939.0,0.0,1006381.0,128348.0,0.0,0.0,0.0,0.0,0.0,183.0,565.0,0.0,129225.4,265271.22,15401.9,0.0,0.0,30502.44,151998.0,19252.2,2012.31,0.0,372916.09,75725.32,1060292.57
AGO,3062,2386,918671.0,119642.0,20060.0,0.0,926,0,0.0,0.0,20060.0,0.0,898611.0,119642.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.0,614.0,100556.08,198849.24,39199.88,42470.38,0.0,0.0,137800.65,17946.3,5817.4,0.0,334090.87,70588.78,941502.18
SET,2643,2094,787245.0,117221.0,11569.0,0.0,890,0,0.0,0.0,11569.0,0.0,775676.0,117221.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.0,906.0,86796.12,174513.96,50621.82,62668.02,0.0,0.0,118086.75,17583.15,3355.01,0.0,287925.64,69160.39,867355.85
OUT,2935,2224,762254.0,119040.0,15527.0,0.0,1076,0,0.0,0.0,15527.0,0.0,746727.0,119040.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.0,776.0,96385.4,185348.16,42661.9,53675.92,0.0,0.0,114338.1,17856.0,4502.83,0.0,277531.15,70233.6,858030.23
NOV,4139,2761,804073.0,107762.0,22554.0,0.0,1147,0,0.0,0.0,22554.0,0.0,781519.0,107762.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,239.0,135924.76,230101.74,9840.86,16531.63,0.0,0.0,120610.95,16164.3,6540.66,0.0,290966.35,63579.58,883720.17
DEZ,3812,2500,851072.0,107933.0,20805.0,0.0,940,0,0.0,0.0,20805.0,0.0,830267.0,107933.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,500.0,125186.08,208350.0,18754.88,34585.0,0.0,0.0,127660.8,16189.95,6033.45,0.0,308863.19,63680.47,903270.37
TOTAIS,4450,3183,10732531.0,1369350.0,201771.0,0.0,,,,,201771.0,0.0,10530760.0,1369350.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11191769.49
