Descricao,Valor
kWh fornecido (EnergyMeter kWh),16733851.0
kWh da carga (Zone kWh),15124278.0
Zone losses (Zone Losses kWh),953816.0
Perdas na linha MT (Line Losses kWh),28863.0
Perdas nos trafos (Transformer Losses kWh),924946.0
Perdas em vazio ferro (No Load Losses kWh),868547.0
Perdas em carga cobre (Transformer - NoLoad) kWh,56399.0
