MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4080.0,0.0,1450483.0,-2,0.0,0.0,0.0,645.0,133987.2,0.0,0.0,44614.65,0.0,0.0,217572.45,-0.3,536678.71,-1.18,932851.53
FEV,4100.0,208.0,1504579.0,172,0.0,0.0,0.0,437.0,134644.0,17334.72,0.0,30227.29,0.0,0.0,225686.85,25.8,556694.23,101.48,964714.37
MAR,4099.0,536.0,1614608.0,1546,0.0,0.0,0.0,109.0,134611.16,44670.24,0.0,7539.53,0.0,0.0,242191.2,231.9,597404.96,912.14,1027561.13
ABR,3588.0,0.0,1237861.0,-1,0.0,0.0,472.0,645.0,117829.92,0.0,12866.72,44614.65,0.0,0.0,185679.15,-0.15,458008.57,-0.59,818998.27
MAI,3585.0,220.0,1289962.0,324,0.0,0.0,475.0,425.0,117731.4,18334.8,12948.5,29397.25,0.0,0.0,193494.3,48.6,477285.94,191.16,849431.95
JUN,4098.0,362.0,1448139.0,2257,0.0,0.0,0.0,283.0,134578.32,30169.08,0.0,19575.11,0.0,0.0,217220.85,338.55,535811.43,1331.63,939024.97
JUL,4094.0,894.0,1448313.0,3628,0.0,249.0,0.0,0.0,134446.96,74505.96,0.0,0.0,0.0,41503.32,217246.95,544.2,535875.81,2140.52,1006263.72
AGO,3588.0,86.0,1354230.0,146,0.0,0.0,472.0,559.0,117829.92,7167.24,12866.72,38666.03,0.0,0.0,203134.5,21.9,501065.1,86.14,880837.55
SET,3587.0,0.0,1264404.0,-1,0.0,0.0,473.0,645.0,117797.08,0.0,12893.98,44614.65,0.0,0.0,189660.6,-0.15,467829.48,-0.59,832795.05
OUT,3993.0,10.0,1305306.0,1,0.0,0.0,67.0,635.0,131130.12,833.4,1826.42,43922.95,0.0,0.0,195795.9,0.15,482963.22,0.59,856472.75
NOV,4100.0,819.0,1391767.0,2140,0.0,174.0,0.0,0.0,134644.0,68255.46,0.0,0.0,0.0,29002.32,208765.05,321.0,514953.79,1262.6,957204.22
DEZ,4100.0,643.0,1413058.0,1525,0.0,0.0,0.0,2.0,134644.0,53587.62,0.0,138.34,0.0,0.0,211958.7,228.75,522831.46,899.75,924288.62
TOTAIS,4100.0,894.0,16722710.0,11735,0.0,249.0,475.0,645.0,1543874.08,314858.52,53402.34,303310.45,0.0,70505.64,2508406.5,1760.25,6187402.7,6923.65,10990444.129999999
CTOTAL,,,16734445.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10990444.129999999
DCFP,4060.0,,,,,,,,,,,,,,,,,,
DCP,,645.0,,,,,,,,,,,,,,,,,
