MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4995.0,0.0,1576683.0,-2,0.0,0.0,0.0,638.0,164035.8,0.0,0.0,44130.46,0.0,0.0,236502.45,-0.3,583372.71,-1.18,1028039.94
FEV,5044.0,152.0,1635913.0,62,0.0,0.0,0.0,486.0,165644.96,12667.68,0.0,33616.62,0.0,0.0,245386.95,9.3,605287.81,36.58,1062649.9
MAR,5043.0,510.0,1759950.0,1073,0.0,0.0,0.0,128.0,165612.12,42503.4,0.0,8853.76,0.0,0.0,263992.5,160.95,651181.5,633.07,1132937.3
ABR,3922.0,0.0,1345089.0,-1,0.0,0.0,1073.0,638.0,128798.48,0.0,29249.98,44130.46,0.0,0.0,201763.35,-0.15,497682.93,-0.59,901624.46
MAI,3923.0,164.0,1407384.0,197,0.0,0.0,1072.0,474.0,128831.32,13667.76,29222.72,32786.58,0.0,0.0,211107.6,29.55,520732.08,116.23,936493.84
JUN,4895.0,319.0,1578930.0,1409,0.0,0.0,100.0,319.0,160751.8,26585.46,2726.0,22065.23,0.0,0.0,236839.5,211.35,584204.1,831.31,1034214.75
JUL,5022.0,900.0,1578935.0,3248,0.0,262.0,0.0,0.0,164922.48,75006.0,0.0,0.0,0.0,43670.16,236840.25,487.2,584205.95,1916.32,1107048.36
AGO,3924.0,16.0,1476525.0,7,0.0,0.0,1071.0,622.0,128864.16,1333.44,29195.46,43023.74,0.0,0.0,221478.75,1.05,546314.25,4.13,970214.98
SET,3923.0,0.0,1378917.0,-1,0.0,0.0,1072.0,638.0,128831.32,0.0,29222.72,44130.46,0.0,0.0,206837.55,-0.15,510199.29,-0.59,919220.6
OUT,4363.0,0.0,1423002.0,-1,0.0,0.0,632.0,638.0,143280.92,0.0,17228.32,44130.46,0.0,0.0,213450.3,-0.15,526510.74,-0.59,944600.0
NOV,5045.0,819.0,1515709.0,1741,0.0,181.0,0.0,0.0,165677.8,68255.46,0.0,0.0,0.0,30169.08,227356.35,261.15,560812.33,1027.19,1053559.36
DEZ,5035.0,627.0,1538033.0,1121,0.0,0.0,0.0,11.0,165349.4,52254.18,0.0,760.87,0.0,0.0,230704.95,168.15,569072.21,661.39,1018971.15
TOTAIS,5045.0,900.0,18215070.0,8853,0.0,262.0,1073.0,638.0,1810600.56,292273.38,136845.2,317628.64,0.0,73839.24,2732260.5000000005,1327.95,6739575.9,5223.2699999999995,12109574.639999999
CTOTAL,,,18223923.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,12109574.639999999
DCFP,4995.0,,,,,,,,,,,,,,,,,,
DCP,,638.0,,,,,,,,,,,,,,,,,
