Descricao,Valor
kWh fornecido (EnergyMeter kWh),17157475.0
kWh da carga (Zone kWh),15129409.0
Zone losses (Zone Losses kWh),1028850.0
Perdas na linha MT (Line Losses kWh),39932.0
Perdas nos trafos (Transformer Losses kWh),988899.0
Perdas em vazio ferro (No Load Losses kWh),941331.0
Perdas em carga cobre (Transformer - NoLoad) kWh,47568.0
