MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5125,0,1487974,-1,0.0,0.0,0.0,0.0,168305.0,0.0,0.0,0.0,0.0,0.0,223196.1,-0.15,550550.38,-0.59,942050.74
FEV,5450,0,1531042,-1,375.0,0.0,0.0,0.0,178978.0,0.0,0.0,0.0,24630.0,0.0,229656.3,-0.15,566485.54,-0.59,999749.1
MAR,5583,0,1651312,-1,508.0,0.0,0.0,0.0,183345.72,0.0,0.0,0.0,33365.44,0.0,247696.8,-0.15,610985.44,-0.59,1075392.66
ABR,5126,0,1267205,-1,0.0,0.0,0.0,0.0,168337.84,0.0,0.0,0.0,0.0,0.0,190080.75,-0.15,468865.85,-0.59,827283.7
MAI,5125,0,1328223,-2,0.0,0.0,0.0,0.0,168305.0,0.0,0.0,0.0,0.0,0.0,199233.45,-0.3,491442.51,-1.18,858979.48
JUN,5124,0,1490467,-2,0.0,0.0,0.0,0.0,168272.16,0.0,0.0,0.0,0.0,0.0,223570.05,-0.3,551472.79,-1.18,943313.52
JUL,5126,0,1489230,-2,0.0,0.0,0.0,0.0,168337.84,0.0,0.0,0.0,0.0,0.0,223384.5,-0.3,551015.1,-1.18,942735.96
AGO,5125,0,1390935,-1,0.0,0.0,0.0,0.0,168305.0,0.0,0.0,0.0,0.0,0.0,208640.25,-0.15,514645.95,-0.59,891590.46
SET,5125,0,1302702,-2,0.0,0.0,0.0,0.0,168305.0,0.0,0.0,0.0,0.0,0.0,195405.3,-0.3,481999.74,-1.18,845708.56
OUT,5125,0,1343748,-1,0.0,0.0,0.0,0.0,168305.0,0.0,0.0,0.0,0.0,0.0,201562.2,-0.15,497186.76,-0.59,867053.22
NOV,5522,0,1426467,-1,447.0,0.0,0.0,0.0,181342.48,0.0,0.0,0.0,29358.96,0.0,213970.05,-0.15,527792.79,-0.59,952463.54
DEZ,5429,0,1449115,-1,354.0,0.0,0.0,0.0,178288.36,0.0,0.0,0.0,23250.72,0.0,217367.25,-0.15,536172.55,-0.59,955078.14
TOTAIS,5583,0,17158420,-16,,,,,,,,,,,,,,,11101399.080000002
