MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5134,463,1557068,2421,0.0,0.0,416.0,848.0,168600.56,38586.42,11340.16,58656.16,0.0,0.0,233560.2,363.15,576115.16,1428.39,1088650.2
FEV,5902,804,1610477,9271,352.0,0.0,0.0,507.0,193821.68,67005.36,0.0,35069.19,23119.36,0.0,241571.55,1390.65,595876.49,5469.89,1163324.17
MAR,6049,1163,1722073,22053,499.0,0.0,0.0,148.0,198649.16,96924.42,0.0,10237.16,32774.32,0.0,258310.95,3307.95,637167.01,13011.27,1250382.24
ABR,3979,369,1325875,3636,0.0,0.0,1571.0,942.0,130670.36,30752.46,42825.46,65158.14,0.0,0.0,198881.25,545.4,490573.75,2145.24,961552.06
MAI,4148,817,1385578,7962,0.0,0.0,1402.0,494.0,136220.32,68088.78,38218.52,34169.98,0.0,0.0,207836.7,1194.3,512663.86,4697.58,1003090.04
JUN,4884,973,1545076,23310,0.0,0.0,666.0,338.0,160390.56,81089.82,18155.16,23379.46,0.0,0.0,231761.4,3496.5,571678.12,13752.9,1103703.92
JUL,5141,1555,1547276,14877,0.0,244.0,409.0,0.0,168830.44,129593.7,11149.34,0.0,0.0,40669.92,232091.4,2231.55,572492.12,8777.43,1165835.9
AGO,4488,670,1450803,11879,0.0,0.0,1062.0,641.0,147385.92,55837.8,28950.12,44337.97,0.0,0.0,217620.45,1781.85,536797.11,7008.61,1039719.83
SET,4194,346,1364251,3398,0.0,0.0,1356.0,965.0,137730.96,28835.64,36964.56,66749.05,0.0,0.0,204637.65,509.7,504772.87,2004.82,982205.25
OUT,4352,588,1403363,5250,0.0,0.0,1198.0,723.0,142919.68,49003.92,32657.48,50009.91,0.0,0.0,210504.45,787.5,519244.31,3097.5,1008224.75
NOV,5982,1472,1486548,15304,432.0,161.0,0.0,0.0,196448.88,122676.48,0.0,0.0,28373.76,26835.48,222982.2,2295.6,550022.76,9029.36,1158664.52
DEZ,5881,1280,1510043,12038,331.0,0.0,0.0,31.0,193132.04,106675.2,0.0,2144.27,21740.08,0.0,226506.45,1805.7,558715.91,7102.42,1117822.07
TOTAIS,6049,1555,17908431,131399,,,,,,,,,,,,,,,13043174.95
