Mes,Posto,N_pontos_SIM11,Consumo_P_SIM11_kWh,Consumo_Q_SIM11_kVArh,DemandaMax_P_SIM11_kW,DemandaMax_Q_SIM11_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1557067.8765,169480.357375,5134.400000000001,650.847,2712
JANEIRO,PONTA,264,2420.921169025,18510.987875,462.64,508.167,264
FEVEREIRO,FORA_PONTA,2448,1610476.73375,177024.9618975,5902.07,669.335,2448
FEVEREIRO,PONTA,240,9270.964710275,19538.442775,804.173,549.375,240
MARCO,FORA_PONTA,2736,1722073.414,176585.7093,6049.33,594.95,2736
MARCO,PONTA,240,22053.06447145,19028.334175,1162.75,422.782,240
ABRIL,FORA_PONTA,2640,1325874.93225,112454.503925,3979.27,362.826,2640
ABRIL,PONTA,240,3635.915202975,13919.62285,368.856,396.737,240
MAIO,FORA_PONTA,2724,1385577.7485,100533.5176,4148.39,409.903,2724
MAIO,PONTA,252,7961.8286403,13716.115925,817.419,313.504,252
JUNHO,FORA_PONTA,2640,1545076.1101,87202.7308325,4883.76,295.2661,2640
JUNHO,PONTA,240,23309.63463575,12224.661425,972.627,265.9371,240
JULHO,FORA_PONTA,2700,1547276.32275,76704.661005,5140.88,293.6875,2700
JULHO,PONTA,276,14877.233578075,12248.6336,1554.78,297.8718,276
AGOSTO,FORA_PONTA,2724,1450803.39775,81731.248355,4487.78,305.127,2724
AGOSTO,PONTA,252,11878.7424733,13231.9766025,669.745,328.8,252
SETEMBRO,FORA_PONTA,2616,1364251.46275,90915.8329,4194.41,329.443,2616
SETEMBRO,PONTA,264,3398.09940495,14627.2138,346.389,310.22799999999995,264
OUTUBRO,FORA_PONTA,2700,1403362.92805,110335.71275,4351.64,454.561,2700
OUTUBRO,PONTA,276,5249.756291525,16776.4579,587.5070000000001,408.3539999999999,276
NOVEMBRO,FORA_PONTA,2652,1486548.15725,129069.464175,5981.68,553.693,2652
NOVEMBRO,PONTA,228,15303.682748700001,16481.361075,1472.323,496.5820000000001,228
DEZEMBRO,FORA_PONTA,2712,1510042.68175,146295.173,5880.74,591.836,2712
DEZEMBRO,PONTA,264,12038.3231066,19427.29725,1279.715,528.332,264
