MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4569.0,0.0,1473294.0,-1,0.0,0.0,0.0,0.0,150045.96,0.0,0.0,0.0,0.0,0.0,220994.1,-0.15,545118.78,-0.59,916158.1
FEV,4613.0,0.0,1524020.0,-1,0.0,0.0,0.0,0.0,151490.92,0.0,0.0,0.0,0.0,0.0,228603.0,-0.15,563887.4,-0.59,943980.58
MAR,4612.0,0.0,1640294.0,-2,0.0,0.0,0.0,0.0,151458.08,0.0,0.0,0.0,0.0,0.0,246044.1,-0.3,606908.78,-1.18,1004409.48
ABR,3603.0,0.0,1258443.0,-1,0.0,0.0,965.0,0.0,118322.52,0.0,26305.9,0.0,0.0,0.0,188766.45,-0.15,465623.91,-0.59,799018.04
MAI,3588.0,0.0,1317363.0,-3,0.0,0.0,980.0,0.0,117829.92,0.0,26714.8,0.0,0.0,0.0,197604.45,-0.45,487424.31,-1.77,829571.26
JUN,4505.0,0.0,1475340.0,-3,0.0,0.0,63.0,0.0,147944.2,0.0,1717.38,0.0,0.0,0.0,221301.0,-0.45,545875.8,-1.77,916836.16
JUL,4615.0,0.0,1477461.0,-3,0.0,0.0,0.0,0.0,151556.6,0.0,0.0,0.0,0.0,0.0,221619.15,-0.45,546660.57,-1.77,919834.1
AGO,3588.0,0.0,1380565.0,-1,0.0,0.0,980.0,0.0,117829.92,0.0,26714.8,0.0,0.0,0.0,207084.75,-0.15,510809.05,-0.59,862437.78
SET,3587.0,0.0,1288932.0,-1,0.0,0.0,981.0,0.0,117797.08,0.0,26742.06,0.0,0.0,0.0,193339.8,-0.15,476904.84,-0.59,814783.04
OUT,4019.0,0.0,1330330.0,-1,0.0,0.0,549.0,0.0,131983.96,0.0,14965.74,0.0,0.0,0.0,199549.5,-0.15,492222.1,-0.59,838720.56
NOV,4613.0,0.0,1417034.0,-2,0.0,0.0,0.0,0.0,151490.92,0.0,0.0,0.0,0.0,0.0,212555.1,-0.3,524302.58,-1.18,888347.12
DEZ,4616.0,0.0,1437796.0,-2,0.0,0.0,0.0,0.0,151589.44,0.0,0.0,0.0,0.0,0.0,215669.4,-0.3,531984.52,-1.18,899241.88
TOTAIS,4616.0,0.0,17020872.0,-21,0.0,0.0,981.0,0.0,1659339.52,0.0,123160.68000000001,0.0,0.0,0.0,2553130.8,-3.1499999999999995,6297722.639999999,-12.39,10633338.1
CTOTAL,,,17020851.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10633338.1
DCFP,4568.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
