Mes,Posto,N_pontos_SIM23,Consumo_P_SIM23_kWh,Consumo_Q_SIM23_kVArh,DemandaMax_P_SIM23_kW,DemandaMax_Q_SIM23_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1492730.03575,165743.771775,4720.5,615.931,2712
JANEIRO,PONTA,264,-2.6015028749999987,17119.9677,0.1948039999999999,495.141,264
FEVEREIRO,FORA_PONTA,2448,1545464.382,172050.44507750002,4726.47,648.495,2448
FEVEREIRO,PONTA,240,-3.0997894999999986,18372.315925,0.2024629999999999,546.405,240
MARCO,FORA_PONTA,2736,1662921.75,173234.592375,4724.96,582.351,2736
MARCO,PONTA,240,-2.943658474999999,18691.201100000002,0.250719,473.036,240
ABRIL,FORA_PONTA,2640,1273425.44875,112332.66825,3674.71,349.784,2640
ABRIL,PONTA,240,-1.8089028749999994,12750.318675,0.194076,384.854,240
MAIO,FORA_PONTA,2724,1330249.9705,101209.431675,3675.91,393.697,2724
MAIO,PONTA,252,-2.6965413499999986,12771.6794,0.263448,286.21270000000004,252
JUNHO,FORA_PONTA,2640,1494857.5694,88441.1835275,4598.54,279.439,2640
JUNHO,PONTA,240,-2.206448824999999,12398.23465,0.20864,281.2696,240
JULHO,FORA_PONTA,2700,1497240.2095,78952.8466725,4720.64,265.9731,2700
JULHO,PONTA,276,286.845451375,11943.63645,270.49060000000003,362.605,276
AGOSTO,FORA_PONTA,2724,1397560.9765,83548.549295,3676.33,256.6625,2724
AGOSTO,PONTA,252,-0.9199618999999998,12562.4739725,0.2109649999999999,309.49800000000005,252
SETEMBRO,FORA_PONTA,2616,1306356.67025,91646.6172,3675.11,318.226,2616
SETEMBRO,PONTA,264,-1.1969526499999994,13295.9606,0.211716,292.5273,264
OUTUBRO,FORA_PONTA,2700,1348969.64995,110342.1955375,4100.57,434.528,2700
OUTUBRO,PONTA,276,-2.0103118749999993,15459.59815,0.204586,388.883,276
NOVEMBRO,FORA_PONTA,2652,1436251.33375,128425.110075,4725.0,540.2139999999999,2652
NOVEMBRO,PONTA,228,63.021045475,15944.504375,195.1469,550.6610000000001,228
DEZEMBRO,FORA_PONTA,2712,1456027.96575,144515.242225,4724.51,575.842,2712
DEZEMBRO,PONTA,264,0.9339032750000008,18623.0873,14.48232,580.668,264
