MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4720.0,0.0,1492730.0,-3,0.0,0.0,0.0,0.0,155004.8,0.0,0.0,0.0,0.0,0.0,223909.5,-0.45,552310.1,-1.77,931222.18
FEV,4726.0,0.0,1545464.0,-3,0.0,0.0,0.0,0.0,155201.84,0.0,0.0,0.0,0.0,0.0,231819.6,-0.45,571821.68,-1.77,958840.9
MAR,4725.0,0.0,1662922.0,-3,0.0,0.0,0.0,0.0,155169.0,0.0,0.0,0.0,0.0,0.0,249438.3,-0.45,615281.14,-1.77,1019886.22
ABR,3675.0,0.0,1273425.0,-2,0.0,0.0,1005.0,0.0,120687.0,0.0,27396.3,0.0,0.0,0.0,191013.75,-0.3,471167.25,-1.18,810262.82
MAI,3676.0,0.0,1330250.0,-3,0.0,0.0,1004.0,0.0,120719.84,0.0,27369.04,0.0,0.0,0.0,199537.5,-0.45,492192.5,-1.77,839816.66
JUN,4599.0,0.0,1494858.0,-2,0.0,0.0,81.0,0.0,151031.16,0.0,2208.06,0.0,0.0,0.0,224228.7,-0.3,553097.46,-1.18,930563.9
JUL,4721.0,270.0,1497240.0,287,0.0,270.0,0.0,0.0,155037.64,22501.8,0.0,0.0,0.0,45003.6,224586.0,43.05,553978.8,169.33,1001320.22
AGO,3676.0,0.0,1397561.0,-1,0.0,0.0,1004.0,0.0,120719.84,0.0,27369.04,0.0,0.0,0.0,209634.15,-0.15,517097.57,-0.59,874819.86
SET,3675.0,0.0,1306357.0,-1,0.0,0.0,1005.0,0.0,120687.0,0.0,27396.3,0.0,0.0,0.0,195953.55,-0.15,483352.09,-0.59,827388.2
OUT,4101.0,0.0,1348970.0,-2,0.0,0.0,579.0,0.0,134676.84,0.0,15783.54,0.0,0.0,0.0,202345.5,-0.3,499118.9,-1.18,851923.3
NOV,4725.0,195.0,1436251.0,63,0.0,195.0,0.0,0.0,155169.0,16251.3,0.0,0.0,0.0,32502.6,215437.65,9.45,531412.87,37.17,950820.04
DEZ,4725.0,14.0,1456028.0,1,0.0,14.0,0.0,0.0,155169.0,1166.76,0.0,0.0,0.0,2333.52,218404.2,0.15,538730.36,0.59,915804.58
TOTAIS,4726.0,270.0,17242056.0,331,0.0,270.0,1005.0,0.0,1699272.9600000002,39919.86,127522.28,0.0,0.0,79839.72,2586308.4,49.65,6379560.720000001,195.29,10912668.88
CTOTAL,,,17242387.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10912668.88
DCFP,4680.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
KW_TARGET_FP,4680.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,3640.0,,,,,,,,,,,,,,,,,,
