Descricao,Valor
kWh fornecido (EnergyMeter kWh),18495653.0
kWh da carga (Zone kWh),16541666.0
Zone losses (Zone Losses kWh),1032691.0
Perdas na linha MT (Line Losses kWh),43609.0
Perdas nos trafos (Transformer Losses kWh),989083.0
Perdas em vazio ferro (No Load Losses kWh),939265.0
Perdas em carga cobre (Transformer - NoLoad) kWh,49818.0
