Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
3624.0,3.0,3.17,3.07,-0.33,0.651,-0.033
3624.25,3.05,3.21,3.26,-0.31,0.475,-0.034
3624.5,2.97,3.0,3.02,-0.29,0.47,-0.085
3624.75,3.11,3.35,3.29,-0.36,0.582,-0.097
3625.0,3.15,3.55,3.28,-0.37,0.638,0.0536
3625.25,2.83,2.89,3.04,-0.56,0.756,0.0961
3625.5,3.38,3.46,3.4,-0.32,0.752,-0.04
3625.75,3.01,3.03,3.24,-0.43,0.416,-0.029
3626.0,3.1,3.27,3.23,-0.39,0.748,-0.048
3626.25,3.18,3.08,3.41,-0.57,0.56,0.0834
3626.5,3.3,3.21,3.38,-0.41,0.604,0.0333
3626.75,3.31,3.42,3.46,-0.4,0.615,-0.041
3627.0,3.39,3.17,3.53,-0.5,0.473,0.0841
3627.25,3.24,3.53,3.47,-0.45,0.827,0.00441
3627.5,3.63,3.5,3.76,-0.48,0.541,0.0505
3627.75,3.32,3.33,3.45,-0.41,0.674,0.0425
3628.0,3.69,3.69,3.86,-0.48,0.671,0.0586
3628.25,3.31,3.52,3.52,-0.52,0.948,0.0549
3628.5,3.75,3.85,3.86,-0.47,0.893,0.0208
3628.75,3.55,3.85,3.74,-0.46,0.956,0.0124
3629.0,3.81,3.9,3.87,-0.36,0.811,-0.014
3629.25,3.39,3.57,3.61,-0.5,0.828,0.0516
3629.5,3.84,3.96,3.96,-0.44,0.862,0.0281
3629.75,3.47,3.57,3.71,-0.46,0.632,0.0253
3630.0,3.99,3.99,4.07,-0.37,0.767,0.0185
3630.25,3.8,3.85,3.99,-0.44,0.549,-0.016
3630.5,3.87,3.97,3.89,-0.37,0.78,-0.054
3630.75,3.73,3.96,3.91,-0.46,0.808,-0.0042
3631.0,3.75,3.82,3.84,-0.38,0.801,0.0075
3631.25,3.75,3.76,3.95,-0.44,0.798,0.0592
3631.5,3.69,3.63,3.77,-0.44,0.786,-0.0015
3631.75,3.71,3.7,4.0,-0.45,0.588,0.0174
3632.0,0.0,0.0,0.0,0.0,0.0,0.0
3632.25,0.0,0.0,0.0,0.0,0.0,0.0
3632.5,0.0,0.0,0.0,0.0,0.0,0.0
3632.75,0.0,0.0,0.0,0.0,0.0,0.0
3633.0,0.0,0.0,0.0,0.0,0.0,0.0
3633.25,0.0,0.0,0.0,0.0,0.0,0.0
3633.5,0.0,0.0,0.0,0.0,0.0,0.0
3633.75,0.0,0.0,0.0,0.0,0.0,0.0
3634.0,0.0,0.0,0.0,0.0,0.0,0.0
3634.25,0.0,0.0,0.0,0.0,0.0,0.0
3634.5,0.0,0.0,0.0,0.0,0.0,0.0
3634.75,0.0,0.0,0.0,0.0,0.0,0.0
3635.0,0.0,0.0,0.0,0.0,0.0,0.0
3635.25,0.0,0.0,0.0,0.0,0.0,0.0
3635.5,0.0,0.0,0.0,0.0,0.0,0.0
3635.75,0.0,0.0,0.0,0.0,0.0,0.0
3636.0,0.0,0.0,0.0,0.0,0.0,0.0
3636.25,0.0,0.0,0.0,0.0,0.0,0.0
3636.5,0.0,0.0,0.0,0.0,0.0,0.0
3636.75,0.0,0.0,0.0,0.0,0.0,0.0
3637.0,0.0,0.0,0.0,0.0,0.0,0.0
3637.25,0.0,0.0,0.0,0.0,0.0,0.0
3637.5,0.0,0.0,0.0,0.0,0.0,0.0
3637.75,0.0,0.0,0.0,0.0,0.0,0.0
3638.0,0.0,0.0,0.0,0.0,0.0,0.0
3638.25,0.0,0.0,0.0,0.0,0.0,0.0
3638.5,0.0,0.0,0.0,0.0,0.0,0.0
3638.75,0.0,0.0,0.0,0.0,0.0,0.0
3639.0,0.0,0.0,0.0,0.0,0.0,0.0
3639.25,0.0,0.0,0.0,0.0,0.0,0.0
3639.5,0.0,0.0,0.0,0.0,0.0,0.0
3639.75,0.0,0.0,0.0,0.0,0.0,0.0
3640.0,0.0,0.0,0.0,0.0,0.0,0.0
3640.25,0.0,0.0,0.0,0.0,0.0,0.0
3640.5,0.0,0.0,0.0,0.0,0.0,0.0
3640.75,0.0,0.0,0.0,0.0,0.0,0.0
3641.0,0.0,0.0,0.0,0.0,0.0,0.0
3641.25,0.0,0.0,0.0,0.0,0.0,0.0
3641.5,3.66,4.84,3.34,0.0325,1.87,0.224
3641.75,3.63,4.23,3.15,-0.093,1.62,0.0905
3642.0,2.89,3.31,2.55,-0.22,1.37,0.207
3642.25,2.56,3.02,2.62,-0.26,0.867,0.162
3642.5,2.6,3.07,2.68,-0.39,1.02,0.237
3642.75,2.53,3.11,2.66,-0.29,0.996,0.139
3643.0,2.54,2.94,2.58,-0.23,0.79,0.115
3643.25,2.3,2.89,2.47,-0.31,0.936,0.162
3643.5,2.38,2.97,2.51,-0.31,1.05,0.157
3643.75,2.45,2.71,2.63,-0.35,0.769,0.203
3644.0,2.37,2.75,2.6,-0.36,0.715,0.137
3644.25,2.54,2.79,2.64,-0.26,0.712,0.104
3644.5,2.55,3.17,2.76,-0.27,0.914,0.048
3644.75,2.77,3.07,2.85,-0.26,0.662,0.057
3645.0,2.8,3.22,3.03,-0.35,0.928,0.135
3645.25,2.92,3.29,3.0,-0.31,0.94,0.0839
3645.5,2.76,2.99,2.94,-0.36,0.684,0.0644
3645.75,2.84,2.98,2.87,-0.31,0.737,0.0544
3646.0,2.78,3.09,3.03,-0.35,0.63,0.049
3646.25,3.0,3.4,3.09,-0.29,0.974,0.0356
3646.5,2.98,3.2,3.16,-0.37,0.677,0.0791
3646.75,3.02,3.44,3.19,-0.46,0.756,0.13
3647.0,3.28,3.37,3.31,-0.34,0.839,0.0863
3647.25,3.18,3.63,3.43,-0.41,0.961,0.0267
3647.5,3.02,3.11,3.15,-0.38,0.649,0.0583
3647.75,3.23,3.42,3.43,-0.42,0.818,0.0837
3648.0,3.18,3.32,3.3,-0.44,0.87,0.113
3648.25,3.18,3.32,3.47,-0.54,0.838,0.215
3648.5,3.45,3.44,3.51,-0.35,0.61,0.0636
3648.75,3.01,3.1,3.23,-0.48,0.614,0.0884
3649.0,3.35,3.32,3.54,-0.48,0.652,0.14
3649.25,3.45,3.43,3.64,-0.44,0.552,0.0944
3649.5,3.51,3.45,3.62,-0.47,0.63,0.0944
3649.75,3.76,3.8,4.01,-0.4,0.427,0.0817
3650.0,3.38,3.56,3.49,-0.32,0.655,-0.019
3650.25,3.63,3.82,3.87,-0.46,0.685,0.0423
3650.5,3.32,3.4,3.54,-0.45,0.615,0.0664
3650.75,3.5,3.48,3.61,-0.43,0.661,0.0832
3651.0,3.55,3.53,3.8,-0.51,0.512,0.0702
3651.25,3.28,3.45,3.38,-0.4,0.887,0.0463
3651.5,3.53,3.65,3.77,-0.43,0.561,0.0257
3651.75,3.44,3.56,3.58,-0.39,0.673,0.00475
3652.0,3.18,3.18,3.36,-0.44,0.592,0.0731
3652.25,3.41,3.51,3.56,-0.45,0.775,0.0442
3652.5,3.05,3.22,3.37,-0.54,0.778,0.195
3652.75,3.45,3.5,3.52,-0.43,0.84,0.0779
3653.0,3.24,3.26,3.49,-0.46,0.499,0.019
3653.25,3.32,3.32,3.55,-0.46,0.554,0.0789
3653.5,3.45,3.56,3.66,-0.4,0.682,0.0264
3653.75,3.19,3.28,3.46,-0.5,0.608,0.059
3654.0,3.36,3.3,3.48,-0.42,0.539,0.037
3654.25,3.59,3.68,3.81,-0.4,0.52,0.019
3654.5,3.41,3.44,3.46,-0.4,0.565,0.0118
3654.75,3.94,4.67,4.33,-0.54,0.629,-0.048
3655.0,4.23,4.91,5.83,-0.49,0.53,0.0726
3655.25,3.94,4.87,5.51,-0.51,0.577,0.182
3655.5,5.6,6.43,6.08,-0.59,0.548,0.242
