Hora_decimal,Posto_horario
2158.75,FORA_PONTA
2159.0,FORA_PONTA
2159.25,FORA_PONTA
2159.5,FORA_PONTA
2159.75,FORA_PONTA
2160.0,FORA_PONTA
2160.25,FORA_PONTA
2160.5,FORA_PONTA
2160.75,FORA_PONTA
2161.0,FORA_PONTA
2161.25,FORA_PONTA
2161.5,FORA_PONTA
2161.75,FORA_PONTA
2162.0,FORA_PONTA
2162.25,FORA_PONTA
2162.5,FORA_PONTA
2162.75,FORA_PONTA
2163.0,FORA_PONTA
2163.25,FORA_PONTA
2163.5,FORA_PONTA
2163.75,FORA_PONTA
2164.0,FORA_PONTA
2164.25,FORA_PONTA
2164.5,FORA_PONTA
2164.75,FORA_PONTA
2165.0,FORA_PONTA
2165.25,FORA_PONTA
2165.5,FORA_PONTA
2165.75,FORA_PONTA
2166.0,FORA_PONTA
2166.25,FORA_PONTA
2166.5,FORA_PONTA
2166.75,FORA_PONTA
2167.0,FORA_PONTA
2167.25,FORA_PONTA
2167.5,FORA_PONTA
2167.75,FORA_PONTA
2168.0,FORA_PONTA
2168.25,FORA_PONTA
2168.5,FORA_PONTA
2168.75,FORA_PONTA
2169.0,FORA_PONTA
2169.25,FORA_PONTA
2169.5,FORA_PONTA
2169.75,FORA_PONTA
2170.0,FORA_PONTA
2170.25,FORA_PONTA
2170.5,FORA_PONTA
2170.75,FORA_PONTA
2171.0,FORA_PONTA
2171.25,FORA_PONTA
2171.5,FORA_PONTA
2171.75,FORA_PONTA
2172.0,FORA_PONTA
2172.25,FORA_PONTA
2172.5,FORA_PONTA
2172.75,FORA_PONTA
2173.0,FORA_PONTA
2173.25,FORA_PONTA
2173.5,FORA_PONTA
2173.75,FORA_PONTA
2174.0,FORA_PONTA
2174.25,FORA_PONTA
2174.5,FORA_PONTA
2174.75,FORA_PONTA
2175.0,FORA_PONTA
2175.25,FORA_PONTA
2175.5,FORA_PONTA
2175.75,FORA_PONTA
2176.0,FORA_PONTA
2176.25,FORA_PONTA
2176.5,FORA_PONTA
2176.75,FORA_PONTA
2177.0,FORA_PONTA
2177.25,FORA_PONTA
2177.5,FORA_PONTA
2177.75,PONTA
2178.0,PONTA
2178.25,PONTA
2178.5,PONTA
2178.75,PONTA
2179.0,PONTA
2179.25,PONTA
2179.5,PONTA
2179.75,PONTA
2180.0,PONTA
2180.25,PONTA
2180.5,PONTA
2180.75,FORA_PONTA
2181.0,FORA_PONTA
2181.25,FORA_PONTA
2181.5,FORA_PONTA
2181.75,FORA_PONTA
2182.0,FORA_PONTA
2182.25,FORA_PONTA
2182.5,FORA_PONTA
2182.75,FORA_PONTA
2183.0,FORA_PONTA
2183.25,FORA_PONTA
2183.5,FORA_PONTA
2183.75,FORA_PONTA
2184.0,FORA_PONTA
2184.25,FORA_PONTA
2184.5,FORA_PONTA
2184.75,FORA_PONTA
2185.0,FORA_PONTA
2185.25,FORA_PONTA
2185.5,FORA_PONTA
2185.75,FORA_PONTA
2186.0,FORA_PONTA
2186.25,FORA_PONTA
2186.5,FORA_PONTA
2186.75,FORA_PONTA
2187.0,FORA_PONTA
2187.25,FORA_PONTA
2187.5,FORA_PONTA
2187.75,FORA_PONTA
2188.0,FORA_PONTA
2188.25,FORA_PONTA
2188.5,FORA_PONTA
2188.75,FORA_PONTA
2189.0,FORA_PONTA
2189.25,FORA_PONTA
2189.5,FORA_PONTA
2189.75,FORA_PONTA
2190.0,FORA_PONTA
2190.25,FORA_PONTA
2190.5,FORA_PONTA
2190.75,FORA_PONTA
2191.0,FORA_PONTA
2191.25,FORA_PONTA
2191.5,FORA_PONTA
2191.75,FORA_PONTA
2192.0,FORA_PONTA
2192.25,FORA_PONTA
2192.5,FORA_PONTA
2192.75,FORA_PONTA
2193.0,FORA_PONTA
2193.25,FORA_PONTA
2193.5,FORA_PONTA
2193.75,FORA_PONTA
2194.0,FORA_PONTA
2194.25,FORA_PONTA
2194.5,FORA_PONTA
2194.75,FORA_PONTA
2195.0,FORA_PONTA
2195.25,FORA_PONTA
2195.5,FORA_PONTA
2195.75,FORA_PONTA
2196.0,FORA_PONTA
2196.25,FORA_PONTA
2196.5,FORA_PONTA
2196.75,FORA_PONTA
2197.0,FORA_PONTA
2197.25,FORA_PONTA
2197.5,FORA_PONTA
2197.75,FORA_PONTA
2198.0,FORA_PONTA
2198.25,FORA_PONTA
2198.5,FORA_PONTA
2198.75,FORA_PONTA
2199.0,FORA_PONTA
2199.25,FORA_PONTA
2199.5,FORA_PONTA
2199.75,FORA_PONTA
2200.0,FORA_PONTA
2200.25,FORA_PONTA
2200.5,FORA_PONTA
2200.75,FORA_PONTA
2201.0,FORA_PONTA
2201.25,FORA_PONTA
2201.5,FORA_PONTA
2201.75,PONTA
2202.0,PONTA
2202.25,PONTA
2202.5,PONTA
2202.75,PONTA
2203.0,PONTA
2203.25,PONTA
2203.5,PONTA
2203.75,PONTA
2204.0,PONTA
2204.25,PONTA
2204.5,PONTA
2204.75,FORA_PONTA
2205.0,FORA_PONTA
2205.25,FORA_PONTA
2205.5,FORA_PONTA
2205.75,FORA_PONTA
2206.0,FORA_PONTA
2206.25,FORA_PONTA
2206.5,FORA_PONTA
2206.75,FORA_PONTA
2207.0,FORA_PONTA
2207.25,FORA_PONTA
2207.5,FORA_PONTA
2207.75,FORA_PONTA
2208.0,FORA_PONTA
2208.25,FORA_PONTA
2208.5,FORA_PONTA
2208.75,FORA_PONTA
2209.0,FORA_PONTA
2209.25,FORA_PONTA
2209.5,FORA_PONTA
2209.75,FORA_PONTA
2210.0,FORA_PONTA
2210.25,FORA_PONTA
2210.5,FORA_PONTA
2210.75,FORA_PONTA
2211.0,FORA_PONTA
2211.25,FORA_PONTA
2211.5,FORA_PONTA
2211.75,FORA_PONTA
2212.0,FORA_PONTA
2212.25,FORA_PONTA
2212.5,FORA_PONTA
2212.75,FORA_PONTA
2213.0,FORA_PONTA
2213.25,FORA_PONTA
2213.5,FORA_PONTA
2213.75,FORA_PONTA
2214.0,FORA_PONTA
2214.25,FORA_PONTA
2214.5,FORA_PONTA
2214.75,FORA_PONTA
2215.0,FORA_PONTA
2215.25,FORA_PONTA
2215.5,FORA_PONTA
2215.75,FORA_PONTA
2216.0,FORA_PONTA
2216.25,FORA_PONTA
2216.5,FORA_PONTA
2216.75,FORA_PONTA
2217.0,FORA_PONTA
2217.25,FORA_PONTA
2217.5,FORA_PONTA
2217.75,FORA_PONTA
2218.0,FORA_PONTA
2218.25,FORA_PONTA
2218.5,FORA_PONTA
2218.75,FORA_PONTA
2219.0,FORA_PONTA
2219.25,FORA_PONTA
2219.5,FORA_PONTA
2219.75,FORA_PONTA
2220.0,FORA_PONTA
2220.25,FORA_PONTA
2220.5,FORA_PONTA
2220.75,FORA_PONTA
2221.0,FORA_PONTA
2221.25,FORA_PONTA
2221.5,FORA_PONTA
2221.75,FORA_PONTA
2222.0,FORA_PONTA
2222.25,FORA_PONTA
2222.5,FORA_PONTA
2222.75,FORA_PONTA
2223.0,FORA_PONTA
2223.25,FORA_PONTA
2223.5,FORA_PONTA
2223.75,FORA_PONTA
2224.0,FORA_PONTA
2224.25,FORA_PONTA
2224.5,FORA_PONTA
2224.75,FORA_PONTA
2225.0,FORA_PONTA
2225.25,FORA_PONTA
2225.5,FORA_PONTA
2225.75,PONTA
2226.0,PONTA
2226.25,PONTA
2226.5,PONTA
2226.75,PONTA
2227.0,PONTA
2227.25,PONTA
2227.5,PONTA
2227.75,PONTA
2228.0,PONTA
2228.25,PONTA
2228.5,PONTA
2228.75,FORA_PONTA
2229.0,FORA_PONTA
2229.25,FORA_PONTA
2229.5,FORA_PONTA
2229.75,FORA_PONTA
2230.0,FORA_PONTA
2230.25,FORA_PONTA
2230.5,FORA_PONTA
2230.75,FORA_PONTA
2231.0,FORA_PONTA
2231.25,FORA_PONTA
2231.5,FORA_PONTA
2231.75,FORA_PONTA
2232.0,FORA_PONTA
2232.25,FORA_PONTA
2232.5,FORA_PONTA
2232.75,FORA_PONTA
2233.0,FORA_PONTA
2233.25,FORA_PONTA
2233.5,FORA_PONTA
2233.75,FORA_PONTA
2234.0,FORA_PONTA
2234.25,FORA_PONTA
2234.5,FORA_PONTA
2234.75,FORA_PONTA
2235.0,FORA_PONTA
2235.25,FORA_PONTA
2235.5,FORA_PONTA
2235.75,FORA_PONTA
2236.0,FORA_PONTA
2236.25,FORA_PONTA
2236.5,FORA_PONTA
2236.75,FORA_PONTA
2237.0,FORA_PONTA
2237.25,FORA_PONTA
2237.5,FORA_PONTA
2237.75,FORA_PONTA
2238.0,FORA_PONTA
2238.25,FORA_PONTA
2238.5,FORA_PONTA
2238.75,FORA_PONTA
2239.0,FORA_PONTA
2239.25,FORA_PONTA
2239.5,FORA_PONTA
2239.75,FORA_PONTA
2240.0,FORA_PONTA
2240.25,FORA_PONTA
2240.5,FORA_PONTA
2240.75,FORA_PONTA
2241.0,FORA_PONTA
2241.25,FORA_PONTA
2241.5,FORA_PONTA
2241.75,FORA_PONTA
2242.0,FORA_PONTA
2242.25,FORA_PONTA
2242.5,FORA_PONTA
2242.75,FORA_PONTA
2243.0,FORA_PONTA
2243.25,FORA_PONTA
2243.5,FORA_PONTA
2243.75,FORA_PONTA
2244.0,FORA_PONTA
2244.25,FORA_PONTA
2244.5,FORA_PONTA
2244.75,FORA_PONTA
2245.0,FORA_PONTA
2245.25,FORA_PONTA
2245.5,FORA_PONTA
2245.75,FORA_PONTA
2246.0,FORA_PONTA
2246.25,FORA_PONTA
2246.5,FORA_PONTA
2246.75,FORA_PONTA
2247.0,FORA_PONTA
2247.25,FORA_PONTA
2247.5,FORA_PONTA
2247.75,FORA_PONTA
2248.0,FORA_PONTA
2248.25,FORA_PONTA
2248.5,FORA_PONTA
2248.75,FORA_PONTA
2249.0,FORA_PONTA
2249.25,FORA_PONTA
2249.5,FORA_PONTA
2249.75,PONTA
2250.0,PONTA
2250.25,PONTA
2250.5,PONTA
2250.75,PONTA
2251.0,PONTA
2251.25,PONTA
2251.5,PONTA
2251.75,PONTA
2252.0,PONTA
2252.25,PONTA
2252.5,PONTA
2252.75,FORA_PONTA
2253.0,FORA_PONTA
2253.25,FORA_PONTA
2253.5,FORA_PONTA
2253.75,FORA_PONTA
2254.0,FORA_PONTA
2254.25,FORA_PONTA
2254.5,FORA_PONTA
2254.75,FORA_PONTA
2255.0,FORA_PONTA
2255.25,FORA_PONTA
2255.5,FORA_PONTA
2255.75,FORA_PONTA
2256.0,FORA_PONTA
2256.25,FORA_PONTA
2256.5,FORA_PONTA
2256.75,FORA_PONTA
2257.0,FORA_PONTA
2257.25,FORA_PONTA
2257.5,FORA_PONTA
2257.75,FORA_PONTA
2258.0,FORA_PONTA
2258.25,FORA_PONTA
2258.5,FORA_PONTA
2258.75,FORA_PONTA
2259.0,FORA_PONTA
2259.25,FORA_PONTA
2259.5,FORA_PONTA
2259.75,FORA_PONTA
2260.0,FORA_PONTA
2260.25,FORA_PONTA
2260.5,FORA_PONTA
2260.75,FORA_PONTA
2261.0,FORA_PONTA
2261.25,FORA_PONTA
2261.5,FORA_PONTA
2261.75,FORA_PONTA
2262.0,FORA_PONTA
2262.25,FORA_PONTA
2262.5,FORA_PONTA
2262.75,FORA_PONTA
2263.0,FORA_PONTA
2263.25,FORA_PONTA
2263.5,FORA_PONTA
2263.75,FORA_PONTA
2264.0,FORA_PONTA
2264.25,FORA_PONTA
2264.5,FORA_PONTA
2264.75,FORA_PONTA
2265.0,FORA_PONTA
2265.25,FORA_PONTA
2265.5,FORA_PONTA
2265.75,FORA_PONTA
2266.0,FORA_PONTA
2266.25,FORA_PONTA
2266.5,FORA_PONTA
2266.75,FORA_PONTA
2267.0,FORA_PONTA
2267.25,FORA_PONTA
2267.5,FORA_PONTA
2267.75,FORA_PONTA
2268.0,FORA_PONTA
2268.25,FORA_PONTA
2268.5,FORA_PONTA
2268.75,FORA_PONTA
2269.0,FORA_PONTA
2269.25,FORA_PONTA
2269.5,FORA_PONTA
2269.75,FORA_PONTA
2270.0,FORA_PONTA
2270.25,FORA_PONTA
2270.5,FORA_PONTA
2270.75,FORA_PONTA
2271.0,FORA_PONTA
2271.25,FORA_PONTA
2271.5,FORA_PONTA
2271.75,FORA_PONTA
2272.0,FORA_PONTA
2272.25,FORA_PONTA
2272.5,FORA_PONTA
2272.75,FORA_PONTA
2273.0,FORA_PONTA
2273.25,FORA_PONTA
2273.5,FORA_PONTA
2273.75,FORA_PONTA
2274.0,FORA_PONTA
2274.25,FORA_PONTA
2274.5,FORA_PONTA
2274.75,FORA_PONTA
2275.0,FORA_PONTA
2275.25,FORA_PONTA
2275.5,FORA_PONTA
2275.75,FORA_PONTA
2276.0,FORA_PONTA
2276.25,FORA_PONTA
2276.5,FORA_PONTA
2276.75,FORA_PONTA
2277.0,FORA_PONTA
2277.25,FORA_PONTA
2277.5,FORA_PONTA
2277.75,FORA_PONTA
2278.0,FORA_PONTA
2278.25,FORA_PONTA
2278.5,FORA_PONTA
2278.75,FORA_PONTA
2279.0,FORA_PONTA
2279.25,FORA_PONTA
2279.5,FORA_PONTA
2279.75,FORA_PONTA
2280.0,FORA_PONTA
2280.25,FORA_PONTA
2280.5,FORA_PONTA
2280.75,FORA_PONTA
2281.0,FORA_PONTA
2281.25,FORA_PONTA
2281.5,FORA_PONTA
2281.75,FORA_PONTA
2282.0,FORA_PONTA
2282.25,FORA_PONTA
2282.5,FORA_PONTA
2282.75,FORA_PONTA
2283.0,FORA_PONTA
2283.25,FORA_PONTA
2283.5,FORA_PONTA
2283.75,FORA_PONTA
2284.0,FORA_PONTA
2284.25,FORA_PONTA
2284.5,FORA_PONTA
2284.75,FORA_PONTA
2285.0,FORA_PONTA
2285.25,FORA_PONTA
2285.5,FORA_PONTA
2285.75,FORA_PONTA
2286.0,FORA_PONTA
2286.25,FORA_PONTA
2286.5,FORA_PONTA
2286.75,FORA_PONTA
2287.0,FORA_PONTA
2287.25,FORA_PONTA
2287.5,FORA_PONTA
2287.75,FORA_PONTA
2288.0,FORA_PONTA
2288.25,FORA_PONTA
2288.5,FORA_PONTA
2288.75,FORA_PONTA
2289.0,FORA_PONTA
2289.25,FORA_PONTA
2289.5,FORA_PONTA
2289.75,FORA_PONTA
2290.0,FORA_PONTA
2290.25,FORA_PONTA
2290.5,FORA_PONTA
2290.75,FORA_PONTA
2291.0,FORA_PONTA
2291.25,FORA_PONTA
2291.5,FORA_PONTA
2291.75,FORA_PONTA
2292.0,FORA_PONTA
2292.25,FORA_PONTA
2292.5,FORA_PONTA
2292.75,FORA_PONTA
2293.0,FORA_PONTA
2293.25,FORA_PONTA
2293.5,FORA_PONTA
2293.75,FORA_PONTA
2294.0,FORA_PONTA
2294.25,FORA_PONTA
2294.5,FORA_PONTA
2294.75,FORA_PONTA
2295.0,FORA_PONTA
2295.25,FORA_PONTA
2295.5,FORA_PONTA
2295.75,FORA_PONTA
2296.0,FORA_PONTA
2296.25,FORA_PONTA
2296.5,FORA_PONTA
2296.75,FORA_PONTA
2297.0,FORA_PONTA
2297.25,FORA_PONTA
2297.5,FORA_PONTA
2297.75,FORA_PONTA
2298.0,FORA_PONTA
2298.25,FORA_PONTA
2298.5,FORA_PONTA
2298.75,FORA_PONTA
2299.0,FORA_PONTA
2299.25,FORA_PONTA
2299.5,FORA_PONTA
2299.75,FORA_PONTA
2300.0,FORA_PONTA
2300.25,FORA_PONTA
2300.5,FORA_PONTA
2300.75,FORA_PONTA
2301.0,FORA_PONTA
2301.25,FORA_PONTA
2301.5,FORA_PONTA
2301.75,FORA_PONTA
2302.0,FORA_PONTA
2302.25,FORA_PONTA
2302.5,FORA_PONTA
2302.75,FORA_PONTA
2303.0,FORA_PONTA
2303.25,FORA_PONTA
2303.5,FORA_PONTA
2303.75,FORA_PONTA
2304.0,FORA_PONTA
2304.25,FORA_PONTA
2304.5,FORA_PONTA
2304.75,FORA_PONTA
2305.0,FORA_PONTA
2305.25,FORA_PONTA
2305.5,FORA_PONTA
2305.75,FORA_PONTA
2306.0,FORA_PONTA
2306.25,FORA_PONTA
2306.5,FORA_PONTA
2306.75,FORA_PONTA
2307.0,FORA_PONTA
2307.25,FORA_PONTA
2307.5,FORA_PONTA
2307.75,FORA_PONTA
2308.0,FORA_PONTA
2308.25,FORA_PONTA
2308.5,FORA_PONTA
2308.75,FORA_PONTA
2309.0,FORA_PONTA
2309.25,FORA_PONTA
2309.5,FORA_PONTA
2309.75,FORA_PONTA
2310.0,FORA_PONTA
2310.25,FORA_PONTA
2310.5,FORA_PONTA
2310.75,FORA_PONTA
2311.0,FORA_PONTA
2311.25,FORA_PONTA
2311.5,FORA_PONTA
2311.75,FORA_PONTA
2312.0,FORA_PONTA
2312.25,FORA_PONTA
2312.5,FORA_PONTA
2312.75,FORA_PONTA
2313.0,FORA_PONTA
2313.25,FORA_PONTA
2313.5,FORA_PONTA
2313.75,FORA_PONTA
2314.0,FORA_PONTA
2314.25,FORA_PONTA
2314.5,FORA_PONTA
2314.75,FORA_PONTA
2315.0,FORA_PONTA
2315.25,FORA_PONTA
2315.5,FORA_PONTA
2315.75,FORA_PONTA
2316.0,FORA_PONTA
2316.25,FORA_PONTA
2316.5,FORA_PONTA
2316.75,FORA_PONTA
2317.0,FORA_PONTA
2317.25,FORA_PONTA
2317.5,FORA_PONTA
2317.75,FORA_PONTA
2318.0,FORA_PONTA
2318.25,FORA_PONTA
2318.5,FORA_PONTA
2318.75,FORA_PONTA
2319.0,FORA_PONTA
2319.25,FORA_PONTA
2319.5,FORA_PONTA
2319.75,FORA_PONTA
2320.0,FORA_PONTA
2320.25,FORA_PONTA
2320.5,FORA_PONTA
2320.75,FORA_PONTA
2321.0,FORA_PONTA
2321.25,FORA_PONTA
2321.5,FORA_PONTA
2321.75,PONTA
2322.0,PONTA
2322.25,PONTA
2322.5,PONTA
2322.75,PONTA
2323.0,PONTA
2323.25,PONTA
2323.5,PONTA
2323.75,PONTA
2324.0,PONTA
2324.25,PONTA
2324.5,PONTA
2324.75,FORA_PONTA
2325.0,FORA_PONTA
2325.25,FORA_PONTA
2325.5,FORA_PONTA
2325.75,FORA_PONTA
2326.0,FORA_PONTA
2326.25,FORA_PONTA
2326.5,FORA_PONTA
2326.75,FORA_PONTA
2327.0,FORA_PONTA
2327.25,FORA_PONTA
2327.5,FORA_PONTA
2327.75,FORA_PONTA
2328.0,FORA_PONTA
2328.25,FORA_PONTA
2328.5,FORA_PONTA
2328.75,FORA_PONTA
2329.0,FORA_PONTA
2329.25,FORA_PONTA
2329.5,FORA_PONTA
2329.75,FORA_PONTA
2330.0,FORA_PONTA
2330.25,FORA_PONTA
2330.5,FORA_PONTA
2330.75,FORA_PONTA
2331.0,FORA_PONTA
2331.25,FORA_PONTA
2331.5,FORA_PONTA
2331.75,FORA_PONTA
2332.0,FORA_PONTA
2332.25,FORA_PONTA
2332.5,FORA_PONTA
2332.75,FORA_PONTA
2333.0,FORA_PONTA
2333.25,FORA_PONTA
2333.5,FORA_PONTA
2333.75,FORA_PONTA
2334.0,FORA_PONTA
2334.25,FORA_PONTA
2334.5,FORA_PONTA
2334.75,FORA_PONTA
2335.0,FORA_PONTA
2335.25,FORA_PONTA
2335.5,FORA_PONTA
2335.75,FORA_PONTA
2336.0,FORA_PONTA
2336.25,FORA_PONTA
2336.5,FORA_PONTA
2336.75,FORA_PONTA
2337.0,FORA_PONTA
2337.25,FORA_PONTA
2337.5,FORA_PONTA
2337.75,FORA_PONTA
2338.0,FORA_PONTA
2338.25,FORA_PONTA
2338.5,FORA_PONTA
2338.75,FORA_PONTA
2339.0,FORA_PONTA
2339.25,FORA_PONTA
2339.5,FORA_PONTA
2339.75,FORA_PONTA
2340.0,FORA_PONTA
2340.25,FORA_PONTA
2340.5,FORA_PONTA
2340.75,FORA_PONTA
2341.0,FORA_PONTA
2341.25,FORA_PONTA
2341.5,FORA_PONTA
2341.75,FORA_PONTA
2342.0,FORA_PONTA
2342.25,FORA_PONTA
2342.5,FORA_PONTA
2342.75,FORA_PONTA
2343.0,FORA_PONTA
2343.25,FORA_PONTA
2343.5,FORA_PONTA
2343.75,FORA_PONTA
2344.0,FORA_PONTA
2344.25,FORA_PONTA
2344.5,FORA_PONTA
2344.75,FORA_PONTA
2345.0,FORA_PONTA
2345.25,FORA_PONTA
2345.5,FORA_PONTA
2345.75,PONTA
2346.0,PONTA
2346.25,PONTA
2346.5,PONTA
2346.75,PONTA
2347.0,PONTA
2347.25,PONTA
2347.5,PONTA
2347.75,PONTA
2348.0,PONTA
2348.25,PONTA
2348.5,PONTA
2348.75,FORA_PONTA
2349.0,FORA_PONTA
2349.25,FORA_PONTA
2349.5,FORA_PONTA
2349.75,FORA_PONTA
2350.0,FORA_PONTA
2350.25,FORA_PONTA
2350.5,FORA_PONTA
2350.75,FORA_PONTA
2351.0,FORA_PONTA
2351.25,FORA_PONTA
2351.5,FORA_PONTA
2351.75,FORA_PONTA
2352.0,FORA_PONTA
2352.25,FORA_PONTA
2352.5,FORA_PONTA
2352.75,FORA_PONTA
2353.0,FORA_PONTA
2353.25,FORA_PONTA
2353.5,FORA_PONTA
2353.75,FORA_PONTA
2354.0,FORA_PONTA
2354.25,FORA_PONTA
2354.5,FORA_PONTA
2354.75,FORA_PONTA
2355.0,FORA_PONTA
2355.25,FORA_PONTA
2355.5,FORA_PONTA
2355.75,FORA_PONTA
2356.0,FORA_PONTA
2356.25,FORA_PONTA
2356.5,FORA_PONTA
2356.75,FORA_PONTA
2357.0,FORA_PONTA
2357.25,FORA_PONTA
2357.5,FORA_PONTA
2357.75,FORA_PONTA
2358.0,FORA_PONTA
2358.25,FORA_PONTA
2358.5,FORA_PONTA
2358.75,FORA_PONTA
2359.0,FORA_PONTA
2359.25,FORA_PONTA
2359.5,FORA_PONTA
2359.75,FORA_PONTA
2360.0,FORA_PONTA
2360.25,FORA_PONTA
2360.5,FORA_PONTA
2360.75,FORA_PONTA
2361.0,FORA_PONTA
2361.25,FORA_PONTA
2361.5,FORA_PONTA
2361.75,FORA_PONTA
2362.0,FORA_PONTA
2362.25,FORA_PONTA
2362.5,FORA_PONTA
2362.75,FORA_PONTA
2363.0,FORA_PONTA
2363.25,FORA_PONTA
2363.5,FORA_PONTA
2363.75,FORA_PONTA
2364.0,FORA_PONTA
2364.25,FORA_PONTA
2364.5,FORA_PONTA
2364.75,FORA_PONTA
2365.0,FORA_PONTA
2365.25,FORA_PONTA
2365.5,FORA_PONTA
2365.75,FORA_PONTA
2366.0,FORA_PONTA
2366.25,FORA_PONTA
2366.5,FORA_PONTA
2366.75,FORA_PONTA
2367.0,FORA_PONTA
2367.25,FORA_PONTA
2367.5,FORA_PONTA
2367.75,FORA_PONTA
2368.0,FORA_PONTA
2368.25,FORA_PONTA
2368.5,FORA_PONTA
2368.75,FORA_PONTA
2369.0,FORA_PONTA
2369.25,FORA_PONTA
2369.5,FORA_PONTA
2369.75,PONTA
2370.0,PONTA
2370.25,PONTA
2370.5,PONTA
2370.75,PONTA
2371.0,PONTA
2371.25,PONTA
2371.5,PONTA
2371.75,PONTA
2372.0,PONTA
2372.25,PONTA
2372.5,PONTA
2372.75,FORA_PONTA
2373.0,FORA_PONTA
2373.25,FORA_PONTA
2373.5,FORA_PONTA
2373.75,FORA_PONTA
2374.0,FORA_PONTA
2374.25,FORA_PONTA
2374.5,FORA_PONTA
2374.75,FORA_PONTA
2375.0,FORA_PONTA
2375.25,FORA_PONTA
2375.5,FORA_PONTA
2375.75,FORA_PONTA
2376.0,FORA_PONTA
2376.25,FORA_PONTA
2376.5,FORA_PONTA
2376.75,FORA_PONTA
2377.0,FORA_PONTA
2377.25,FORA_PONTA
2377.5,FORA_PONTA
2377.75,FORA_PONTA
2378.0,FORA_PONTA
2378.25,FORA_PONTA
2378.5,FORA_PONTA
2378.75,FORA_PONTA
2379.0,FORA_PONTA
2379.25,FORA_PONTA
2379.5,FORA_PONTA
2379.75,FORA_PONTA
2380.0,FORA_PONTA
2380.25,FORA_PONTA
2380.5,FORA_PONTA
2380.75,FORA_PONTA
2381.0,FORA_PONTA
2381.25,FORA_PONTA
2381.5,FORA_PONTA
2381.75,FORA_PONTA
2382.0,FORA_PONTA
2382.25,FORA_PONTA
2382.5,FORA_PONTA
2382.75,FORA_PONTA
2383.0,FORA_PONTA
2383.25,FORA_PONTA
2383.5,FORA_PONTA
2383.75,FORA_PONTA
2384.0,FORA_PONTA
2384.25,FORA_PONTA
2384.5,FORA_PONTA
2384.75,FORA_PONTA
2385.0,FORA_PONTA
2385.25,FORA_PONTA
2385.5,FORA_PONTA
2385.75,FORA_PONTA
2386.0,FORA_PONTA
2386.25,FORA_PONTA
2386.5,FORA_PONTA
2386.75,FORA_PONTA
2387.0,FORA_PONTA
2387.25,FORA_PONTA
2387.5,FORA_PONTA
2387.75,FORA_PONTA
2388.0,FORA_PONTA
2388.25,FORA_PONTA
2388.5,FORA_PONTA
2388.75,FORA_PONTA
2389.0,FORA_PONTA
2389.25,FORA_PONTA
2389.5,FORA_PONTA
2389.75,FORA_PONTA
2390.0,FORA_PONTA
2390.25,FORA_PONTA
2390.5,FORA_PONTA
2390.75,FORA_PONTA
2391.0,FORA_PONTA
2391.25,FORA_PONTA
2391.5,FORA_PONTA
2391.75,FORA_PONTA
2392.0,FORA_PONTA
2392.25,FORA_PONTA
2392.5,FORA_PONTA
2392.75,FORA_PONTA
2393.0,FORA_PONTA
2393.25,FORA_PONTA
2393.5,FORA_PONTA
2393.75,PONTA
2394.0,PONTA
2394.25,PONTA
2394.5,PONTA
2394.75,PONTA
2395.0,PONTA
2395.25,PONTA
2395.5,PONTA
2395.75,PONTA
2396.0,PONTA
2396.25,PONTA
2396.5,PONTA
2396.75,FORA_PONTA
2397.0,FORA_PONTA
2397.25,FORA_PONTA
2397.5,FORA_PONTA
2397.75,FORA_PONTA
2398.0,FORA_PONTA
2398.25,FORA_PONTA
2398.5,FORA_PONTA
2398.75,FORA_PONTA
2399.0,FORA_PONTA
2399.25,FORA_PONTA
2399.5,FORA_PONTA
2399.75,FORA_PONTA
2400.0,FORA_PONTA
2400.25,FORA_PONTA
2400.5,FORA_PONTA
2400.75,FORA_PONTA
2401.0,FORA_PONTA
2401.25,FORA_PONTA
2401.5,FORA_PONTA
2401.75,FORA_PONTA
2402.0,FORA_PONTA
2402.25,FORA_PONTA
2402.5,FORA_PONTA
2402.75,FORA_PONTA
2403.0,FORA_PONTA
2403.25,FORA_PONTA
2403.5,FORA_PONTA
2403.75,FORA_PONTA
2404.0,FORA_PONTA
2404.25,FORA_PONTA
2404.5,FORA_PONTA
2404.75,FORA_PONTA
2405.0,FORA_PONTA
2405.25,FORA_PONTA
2405.5,FORA_PONTA
2405.75,FORA_PONTA
2406.0,FORA_PONTA
2406.25,FORA_PONTA
2406.5,FORA_PONTA
2406.75,FORA_PONTA
2407.0,FORA_PONTA
2407.25,FORA_PONTA
2407.5,FORA_PONTA
2407.75,FORA_PONTA
2408.0,FORA_PONTA
2408.25,FORA_PONTA
2408.5,FORA_PONTA
2408.75,FORA_PONTA
2409.0,FORA_PONTA
2409.25,FORA_PONTA
2409.5,FORA_PONTA
2409.75,FORA_PONTA
2410.0,FORA_PONTA
2410.25,FORA_PONTA
2410.5,FORA_PONTA
2410.75,FORA_PONTA
2411.0,FORA_PONTA
2411.25,FORA_PONTA
2411.5,FORA_PONTA
2411.75,FORA_PONTA
2412.0,FORA_PONTA
2412.25,FORA_PONTA
2412.5,FORA_PONTA
2412.75,FORA_PONTA
2413.0,FORA_PONTA
2413.25,FORA_PONTA
2413.5,FORA_PONTA
2413.75,FORA_PONTA
2414.0,FORA_PONTA
2414.25,FORA_PONTA
2414.5,FORA_PONTA
2414.75,FORA_PONTA
2415.0,FORA_PONTA
