MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4464.0,0.0,1594930.0,-4,0.0,0.0,0.0,0.0,146597.76,0.0,0.0,0.0,0.0,0.0,239239.5,-0.6,590124.1,-2.36,975958.4
FEV,4484.0,0.0,1653464.0,-3,0.0,0.0,0.0,0.0,147254.56,0.0,0.0,0.0,0.0,0.0,248019.6,-0.45,611781.68,-1.77,1007053.62
MAR,4483.0,0.0,1775408.0,-3,0.0,0.0,0.0,0.0,147221.72,0.0,0.0,0.0,0.0,0.0,266311.2,-0.45,656900.96,-1.77,1070431.66
ABR,3922.0,0.0,1360696.0,-3,0.0,0.0,518.0,0.0,128798.48,0.0,14120.68,0.0,0.0,0.0,204104.4,-0.45,503457.52,-1.77,850478.86
MAI,3923.0,0.0,1417076.0,-4,0.0,0.0,517.0,0.0,128831.32,0.0,14093.42,0.0,0.0,0.0,212561.4,-0.6,524318.12,-2.36,879801.3
JUN,4482.0,0.0,1593208.0,-2,0.0,0.0,0.0,0.0,147188.88,0.0,0.0,0.0,0.0,0.0,238981.2,-0.3,589486.96,-1.18,975655.56
JUL,4477.0,247.0,1598620.0,224,0.0,247.0,0.0,0.0,147024.68,20584.98,0.0,0.0,0.0,41169.96,239793.0,33.6,591489.4,132.16,1040227.78
AGO,3924.0,0.0,1489594.0,-2,0.0,0.0,516.0,0.0,128864.16,0.0,14066.16,0.0,0.0,0.0,223439.1,-0.3,551149.78,-1.18,917517.72
SET,3923.0,0.0,1389023.0,-2,0.0,0.0,517.0,0.0,128831.32,0.0,14093.42,0.0,0.0,0.0,208353.45,-0.3,513938.51,-1.18,865215.22
OUT,4374.0,0.0,1436863.0,-3,0.0,0.0,66.0,0.0,143642.16,0.0,1799.16,0.0,0.0,0.0,215529.45,-0.45,531639.31,-1.77,892607.86
NOV,4484.0,168.0,1534528.0,47,0.0,168.0,0.0,0.0,147254.56,14001.12,0.0,0.0,0.0,28002.24,230179.2,7.05,567775.36,27.73,987247.26
DEZ,4474.0,0.0,1556664.0,-3,0.0,0.0,0.0,0.0,146926.16,0.0,0.0,0.0,0.0,0.0,233499.6,-0.45,575965.68,-1.77,956389.22
TOTAIS,4484.0,247.0,18400074.0,242,0.0,247.0,518.0,0.0,1688435.76,34586.1,58172.840000000004,0.0,0.0,69172.2,2760011.1,36.300000000000004,6808027.38,142.77999999999997,11418584.46
CTOTAL,,,18400316.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11418584.46
DCFP,4440.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
