Descricao,Valor
kWh fornecido (EnergyMeter kWh),18399703.0
kWh da carga (Zone kWh),16542845.0
Zone losses (Zone Losses kWh),1005699.0
Perdas na linha MT (Line Losses kWh),39059.0
Perdas nos trafos (Transformer Losses kWh),966639.0
Perdas em vazio ferro (No Load Losses kWh),915064.0
Perdas em carga cobre (Transformer - NoLoad) kWh,51575.0
