Descricao,Valor
kWh fornecido (EnergyMeter kWh),8132648.0
kWh da carga (Zone kWh),14838749.0
Zone losses (Zone Losses kWh),1075986.0
Perdas na linha MT (Line Losses kWh),31312.0
Perdas nos trafos (Transformer Losses kWh),1044669.0
Perdas em vazio ferro (No Load Losses kWh),952435.0
Perdas em carga cobre (Transformer - NoLoad) kWh,92234.0
