Descricao,Valor
kWh fornecido (EnergyMeter kWh),16463375.0
kWh da carga (Zone kWh),14897609.0
Zone losses (Zone Losses kWh),955492.0
Perdas na linha MT (Line Losses kWh),28595.0
Perdas nos trafos (Transformer Losses kWh),926875.0
Perdas em vazio ferro (No Load Losses kWh),868895.0
Perdas em carga cobre (Transformer - NoLoad) kWh,57980.0
