MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4640,0,1425002,-3,0.0,0.0,360.0,600.0,152377.6,0.0,9813.6,41502.0,0.0,0.0,213750.3,-0.45,527250.74,-1.77,944692.02
FEV,5333,172,1474384,111,333.0,0.0,0.0,428.0,175135.72,14334.48,0.0,29604.76,21871.44,0.0,221157.6,16.65,545522.08,65.49,1007708.22
MAR,5464,495,1588218,1222,464.0,0.0,0.0,105.0,179437.76,41253.3,0.0,7262.85,30475.52,0.0,238232.7,183.3,587640.66,720.98,1085207.07
ABR,4198,0,1214007,-1,0.0,0.0,802.0,600.0,137862.32,0.0,21862.52,41502.0,0.0,0.0,182101.05,-0.15,449182.59,-0.59,832509.74
MAI,4350,184,1270055,248,0.0,0.0,650.0,416.0,142854.0,15334.56,17719.0,28774.72,0.0,0.0,190508.25,37.2,469920.35,146.32,865294.4
JUN,4700,324,1431181,1720,0.0,0.0,300.0,276.0,154348.0,27002.16,8178.0,19090.92,0.0,0.0,214677.15,258.0,529536.97,1014.8,954106.0
JUL,5034,848,1423623,3249,0.0,248.0,0.0,0.0,165316.56,70672.32,0.0,0.0,0.0,41336.64,213543.45,487.35,526740.51,1916.91,1020013.74
AGO,4656,51,1335043,64,0.0,0.0,344.0,549.0,152903.04,4250.34,9377.44,37974.33,0.0,0.0,200256.45,9.6,493965.91,37.76,898774.87
SET,4392,0,1250921,-1,0.0,0.0,608.0,600.0,144233.28,0.0,16574.08,41502.0,0.0,0.0,187638.15,-0.15,462840.77,-0.59,852787.54
OUT,4311,0,1284689,-2,0.0,0.0,689.0,600.0,141573.24,0.0,18782.14,41502.0,0.0,0.0,192703.35,-0.3,475334.93,-1.18,869894.18
NOV,5403,774,1369247,1831,403.0,174.0,0.0,0.0,177434.52,64505.16,0.0,0.0,26469.04,29002.32,205387.05,274.65,506621.39,1080.29,1010774.42
DEZ,5311,600,1387898,1253,311.0,0.0,0.0,0.0,174413.24,50004.0,0.0,0.0,20426.48,0.0,208184.7,187.95,513522.26,739.27,967477.9
TOTAIS,5464,848,16454268,9691,,,,,,,,,,,,,,,11309240.1
