Descricao,Valor
kWh fornecido (EnergyMeter kWh),17564755.0
kWh da carga (Zone kWh),16490969.0
Zone losses (Zone Losses kWh),887375.0
Perdas na linha MT (Line Losses kWh),31576.0
Perdas nos trafos (Transformer Losses kWh),855804.0
Perdas em vazio ferro (No Load Losses kWh),818431.0
Perdas em carga cobre (Transformer - NoLoad) kWh,37373.0
