MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5112,1768,1444048,74510,0.0,0.0,438.0,889.0,167878.08,147345.12,11939.88,61492.13,0.0,0.0,216607.2,11176.5,534297.76,43960.9,1194697.57
FEV,5880,2110,1498740,83529,330.0,0.0,0.0,547.0,193099.2,175847.4,0.0,37835.99,21674.4,0.0,224811.0,12529.35,554533.8,49282.11,1269613.25
MAR,6027,2469,1605145,99659,477.0,0.0,0.0,188.0,197926.68,205766.46,0.0,13003.96,31329.36,0.0,240771.75,14948.85,593903.65,58798.81,1356449.52
ABR,3875,1674,1213668,77473,0.0,0.0,1675.0,983.0,127255.0,139511.16,45660.5,67994.11,0.0,0.0,182050.2,11620.95,449057.16,45709.07,1068858.15
MAI,3835,2123,1265222,86989,0.0,0.0,1715.0,534.0,125941.4,176930.82,46750.9,36936.78,0.0,0.0,189783.3,13048.35,468132.14,51323.51,1108847.2
JUN,4862,2279,1431335,99594,0.0,0.0,688.0,378.0,159668.08,189931.86,18754.88,26146.26,0.0,0.0,214700.25,14939.1,529593.95,58760.46,1212494.84
JUL,5119,2861,1424495,96075,0.0,204.0,431.0,0.0,168107.96,238435.74,11749.06,0.0,0.0,34002.72,213674.25,14411.25,527063.15,56684.25,1264128.38
AGO,3838,1975,1331803,90530,0.0,0.0,1712.0,682.0,126039.92,164596.5,46669.12,47173.94,0.0,0.0,199770.45,13579.5,492767.11,53412.7,1144009.24
SET,3435,1652,1239886,86705,0.0,0.0,2115.0,1005.0,112805.4,137677.68,57654.9,69515.85,0.0,0.0,185982.9,13005.75,458757.82,51155.95,1086556.25
OUT,4329,1893,1277477,89602,0.0,0.0,1221.0,764.0,142164.36,157762.62,33284.46,52845.88,0.0,0.0,191621.55,13440.3,472666.49,52865.18,1116650.84
NOV,5959,2779,1377801,86674,409.0,0.0,0.0,0.0,195693.56,231601.86,0.0,0.0,26863.12,0.0,206670.15,13001.1,509786.37,51137.66,1234753.82
DEZ,5858,2586,1400423,83367,308.0,0.0,0.0,71.0,192376.72,215517.24,0.0,4911.07,20229.44,0.0,210063.45,12505.05,518156.51,49186.53,1222946.01
TOTAIS,6027,2861,16510043,1054707,,,,,,,,,,,,,,,14280005.07
