Descricao,Valor
kWh fornecido (EnergyMeter kWh),15970437.0
kWh da carga (Zone kWh),14862824.0
Zone losses (Zone Losses kWh),886018.0
Perdas na linha MT (Line Losses kWh),27998.0
Perdas nos trafos (Transformer Losses kWh),858028.0
Perdas em vazio ferro (No Load Losses kWh),820502.0
Perdas em carga cobre (Transformer - NoLoad) kWh,37526.0
