MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4614,1414,1325493,55386,0.0,0.0,386.0,786.0,151523.76,117842.76,10522.36,54367.62,0.0,0.0,198823.95,8307.9,490432.41,32677.74,1064498.5
FEV,5307,1722,1372046,64564,307.0,0.0,0.0,478.0,174281.88,143511.48,0.0,33063.26,20163.76,0.0,205806.9,9684.6,507657.02,38092.76,1132261.66
MAR,5438,2046,1468763,79089,438.0,0.0,0.0,154.0,178583.92,170513.64,0.0,10652.18,28767.84,0.0,220314.45,11863.35,543442.31,46662.51,1210800.2
ABR,3501,1330,1116030,59113,0.0,0.0,1499.0,870.0,114972.84,110842.2,40862.74,60177.9,0.0,0.0,167404.5,8866.95,412931.1,34876.67,950934.9
MAI,3465,1733,1163618,67140,0.0,0.0,1535.0,467.0,113790.6,144428.22,41844.1,32302.39,0.0,0.0,174542.7,10071.0,430538.66,39612.6,987130.27
JUN,4389,1873,1311878,78999,0.0,0.0,611.0,327.0,144134.76,156095.82,16655.86,22618.59,0.0,0.0,196781.7,11849.85,485394.86,46609.41,1080140.85
JUL,4621,2397,1308308,74244,0.0,197.0,379.0,0.0,151753.64,199765.98,10331.54,0.0,0.0,32835.96,196246.2,11136.6,484073.96,43803.96,1129947.84
AGO,3468,1600,1223530,70386,0.0,0.0,1532.0,600.0,113889.12,133344.0,41762.32,41502.0,0.0,0.0,183529.5,10557.9,452706.1,41527.74,1018818.68
SET,3105,1310,1140934,66355,0.0,0.0,1895.0,890.0,101968.2,109175.4,51657.7,61561.3,0.0,0.0,171140.1,9953.25,422145.58,39149.45,966750.98
OUT,3910,1527,1175923,68434,0.0,0.0,1090.0,673.0,128404.4,127260.18,29713.4,46551.41,0.0,0.0,176388.45,10265.1,435091.51,40376.06,994050.51
NOV,5377,2324,1263222,67927,377.0,124.0,0.0,0.0,176580.68,193682.16,0.0,0.0,24761.36,20668.32,189483.3,10189.05,467392.14,40076.93,1122833.94
DEZ,5286,2150,1285715,63352,286.0,0.0,0.0,50.0,173592.24,179181.0,0.0,3458.5,18784.48,0.0,192857.25,9502.8,475714.55,37377.68,1090468.5
TOTAIS,5438,2397,15155460,814989,,,,,,,,,,,,,,,12748636.83
