Descricao,Valor
kWh fornecido (EnergyMeter kWh),16900971.0
kWh da carga (Zone kWh),15127443.0
Zone losses (Zone Losses kWh),972380.0
Perdas na linha MT (Line Losses kWh),30767.0
Perdas nos trafos (Transformer Losses kWh),941601.0
Perdas em vazio ferro (No Load Losses kWh),892858.0
Perdas em carga cobre (Transformer - NoLoad) kWh,48743.0
