MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4088.0,0.0,1465178.0,-2,0.0,0.0,0.0,0.0,134249.92,0.0,0.0,0.0,0.0,0.0,219776.7,-0.3,542115.86,-1.18,896141.0
FEV,4100.0,0.0,1519576.0,-3,0.0,0.0,0.0,0.0,134644.0,0.0,0.0,0.0,0.0,0.0,227936.4,-0.45,562243.12,-1.77,924821.3
MAR,4099.0,0.0,1629853.0,-3,0.0,0.0,0.0,0.0,134611.16,0.0,0.0,0.0,0.0,0.0,244477.95,-0.45,603045.61,-1.77,982132.5
ABR,3590.0,0.0,1249212.0,-1,0.0,0.0,470.0,0.0,117895.6,0.0,12812.2,0.0,0.0,0.0,187381.8,-0.15,462208.44,-0.59,780297.3
MAI,3588.0,0.0,1302571.0,-3,0.0,0.0,472.0,0.0,117829.92,0.0,12866.72,0.0,0.0,0.0,195385.65,-0.45,481951.27,-1.77,808031.34
JUN,4098.0,0.0,1464162.0,-2,0.0,0.0,0.0,0.0,134578.32,0.0,0.0,0.0,0.0,0.0,219624.3,-0.3,541739.94,-1.18,895941.08
JUL,4094.0,117.0,1467380.0,50,0.0,117.0,0.0,0.0,134446.96,9750.78,0.0,0.0,0.0,19501.56,220107.0,7.5,542930.6,29.5,926773.9
AGO,3588.0,0.0,1367142.0,-1,0.0,0.0,472.0,0.0,117829.92,0.0,12866.72,0.0,0.0,0.0,205071.3,-0.15,505842.54,-0.59,841609.74
SET,3587.0,0.0,1279437.0,-1,0.0,0.0,473.0,0.0,117797.08,0.0,12893.98,0.0,0.0,0.0,191915.55,-0.15,473391.69,-0.59,795997.56
OUT,4006.0,0.0,1319999.0,-2,0.0,0.0,54.0,0.0,131557.04,0.0,1472.04,0.0,0.0,0.0,197999.85,-0.3,488399.63,-1.18,819427.08
NOV,4100.0,44.0,1408335.0,8,0.0,44.0,0.0,0.0,134644.0,3666.96,0.0,0.0,0.0,7333.92,211250.25,1.2,521083.95,4.72,877985.0
DEZ,4101.0,0.0,1428651.0,-3,0.0,0.0,0.0,0.0,134676.84,0.0,0.0,0.0,0.0,0.0,214297.65,-0.45,528600.87,-1.77,877573.14
TOTAIS,4101.0,117.0,16901496.0,37,0.0,117.0,473.0,0.0,1544760.7600000002,13417.740000000002,52911.659999999996,0.0,0.0,26835.480000000003,2535224.4,5.55,6253553.5200000005,21.83,10426730.940000001
CTOTAL,,,16901533.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10426730.940000001
DCFP,4060.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,3553.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
