0,0.03047868,-0.00833112
0.25,0.02624616,-0.00504468
0.5,0.03178656,-0.00343332
0.75,0.02485944,-0.00674676
1,0.02978748,-0.00883224
1.25,0.0208332,-0.0037368
1.5,0.02132352,-0.00337176
1.75,0.01657368,-0.00658692
2,0.0231876,-0.00587196
2.25,0.0230958,-0.00325836
2.5,0.03675456,-0.00518508
2.75,0.02817936,-0.00820908
3,0.03151224,-0.00734616
3.25,0.02365416,-0.01027296
3.5,0.02860812,-0.00621972
3.75,0.0309366,-0.0030456
4,0.02561328,-0.00693036
4.25,0.0273942,-0.01134108
4.5,0.0252234,-0.0060156
4.75,0.02737152,-0.00519804
5,0.02272212,-0.00456192
5.25,0.02861568,-0.0043902
5.5,0.02614464,-0.00414936
5.75,0.02652696,-0.0048762
6,0.02230092,-0.00522504
6.25,0.02528712,-0.00653184
6.5,0.02498364,-0.007749
6.75,0.02535516,-0.00675324
7,0.02558628,-0.00441936
7.25,0.0154548,-0.00709452
7.5,0.0178794,-0.01266732
7.75,0.02153412,-0.00622944
8,0.01262736,-0.00385884
8.25,0.01193832,-0.00523476
8.5,0.01222236,-0.00538704
8.75,0.01614384,-0.00729
9,0.0256554,-0.00975564
9.25,0.0273618,-0.00803628
9.5,0.02999484,-0.00732024
9.75,0.03018168,-0.00632232
10,0.0316656,-0.00493884
10.25,0.02964276,-0.00319248
10.5,0.01843668,-0.0055512
10.75,0.01782972,-0.01016064
11,0.02692116,-0.00887652
11.25,0.02769876,-0.00446364
11.5,0.03463452,-0.00631368
11.75,0.04092984,-0.00766908
12,0.03321324,-0.00287064
12.25,0.03614652,-0.00729
12.5,0.03076488,-0.00955584
12.75,0.02969568,-0.0079056
13,0.02760696,-0.00474768
13.25,0.02545992,-0.00444636
13.5,0.02760048,-0.00488592
13.75,0.03180816,-0.00467964
14,0.02995164,-0.00792396
14.25,0.03147552,-0.00791532
14.5,0.02895912,-0.00677052
14.75,0.03068604,-0.0059508
15,0.03018816,-0.00425628
15.25,0.03241188,-0.0017496
15.5,0.0242406,-0.0033858
15.75,0.02560896,-0.00840132
16,0.02062908,-0.00728784
16.25,0.02961684,-0.0048978
16.5,0.02410992,-0.00457164
16.75,0.02770308,-0.00565704
17,0.03072168,-0.00308772
17.25,0.03026916,-0.00500364
17.5,0.02960496,-0.00552204
17.75,0.03294648,-0.0055458
18,0.03154464,-0.00604584
18.25,0.02924964,-0.0043092
18.5,0.02801844,-0.00159516
18.75,0.03197448,-0.00176688
19,0.02840076,-0.00478656
19.25,0.02849472,-0.00431892
19.5,0.02685636,-0.0035694
19.75,0.02965464,-0.00395388
20,0.03236652,-0.00366876
20.25,0.03702564,-0.00208764
20.5,0.03478896,-0.00289008
20.75,0.0302346,-0.00250128
21,0.03717792,-0.00629316
21.25,0.03645324,-0.00638712
21.5,0.0363906,-0.0045198
21.75,0.03712284,-0.00220212
22,0.03349404,-0.0046116
22.25,0.03026268,-0.007695
22.5,0.02859948,-0.00425304
22.75,0.03058344,-0.00538488
23,0.03079836,-0.00692496
23.25,0.03049812,-0.00678024
23.5,0.03446496,-0.00424224
23.75,0.03382452,-0.00529524
24,0.03463344,-0.00656748
24.25,0.03605904,-0.00668412
24.5,0.027702,-0.00852768
24.75,0.02901312,-0.00665388
25,0.02919024,-0.002619
25.25,0.03095064,-0.0035532
25.5,0.02674836,-0.00872316
25.75,0.03119256,-0.00630396
26,0.03166992,-0.00324648
