Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
5088.0,2.29,1.8,1.33,-1.7,-1.5,-0.84
5088.25,2.34,1.83,1.34,-1.6,-1.5,-0.85
5088.5,2.34,1.94,1.33,-1.6,-1.4,-0.84
5088.75,2.35,1.7,1.33,-1.7,-1.5,-0.83
5089.0,2.39,1.98,1.33,-1.6,-1.3,-0.83
5089.25,2.3,1.76,1.33,-1.7,-1.4,-0.83
5089.5,2.25,1.99,1.33,-1.7,-1.3,-0.83
5089.75,2.34,1.75,1.33,-1.6,-1.4,-0.83
5090.0,2.37,1.92,1.33,-1.7,-1.4,-0.84
5090.25,2.36,1.8,1.34,-1.8,-1.5,-0.84
5090.5,2.46,1.82,1.34,-1.6,-1.5,-0.84
5090.75,2.99,1.92,1.34,-1.8,-1.4,-0.84
5091.0,2.42,1.71,1.34,-1.7,-1.5,-0.84
5091.25,2.5,1.96,1.34,-1.6,-1.4,-0.84
5091.5,2.35,1.83,1.34,-1.7,-1.4,-0.84
5091.75,2.34,1.88,1.34,-1.7,-1.5,-0.84
5092.0,2.41,1.85,1.34,-1.6,-1.5,-0.84
5092.25,2.31,1.72,1.34,-1.8,-1.5,-0.84
5092.5,2.34,1.98,1.34,-1.7,-1.4,-0.84
5092.75,2.44,1.78,1.34,-1.6,-1.4,-0.84
5093.0,2.32,2.0,1.34,-1.8,-1.4,-0.84
5093.25,2.34,1.84,1.34,-1.7,-1.5,-0.83
5093.5,2.39,1.77,1.39,-1.6,-1.5,-0.76
5093.75,2.28,1.91,1.34,-1.8,-1.4,-0.82
5094.0,2.36,1.75,1.33,-1.7,-1.4,-0.83
5094.25,2.48,1.96,1.34,-1.5,-1.4,-0.82
5094.5,2.3,1.78,1.33,-1.7,-1.5,-0.82
5094.75,2.35,1.87,1.33,-1.6,-1.4,-0.82
5095.0,2.97,2.29,1.17,-1.6,-1.4,-0.76
5095.25,2.42,2.44,1.02,-1.7,-1.5,-0.7
5095.5,2.58,2.19,0.96,-1.7,-1.3,-0.69
5095.75,2.43,1.86,0.957,-1.5,-1.4,-0.69
5096.0,3.94,4.06,2.94,-2.8,-2.7,-2.1
5096.25,4.59,4.31,4.34,-2.8,-2.8,-2.0
5096.5,5.02,4.49,5.11,-2.8,-2.8,-2.1
5096.75,5.93,5.05,5.75,-3.1,-2.8,-2.2
5097.0,7.19,4.83,5.82,-2.9,-2.9,-2.2
5097.25,7.11,5.41,6.14,-2.8,-2.9,-2.2
5097.5,6.88,5.18,7.11,-3.0,-3.0,-2.3
5097.75,6.64,6.91,7.74,-4.1,-2.7,-3.2
5098.0,5.88,7.81,8.04,-5.2,-2.6,-4.2
5098.25,4.55,7.84,8.4,-5.4,-2.6,-4.0
5098.5,4.82,7.87,8.07,-5.4,-2.5,-4.1
5098.75,4.48,8.24,9.64,-9.1,-6.3,-7.9
5099.0,4.63,8.05,8.59,-6.2,-3.2,-5.0
5099.25,3.77,7.58,9.49,-9.7,-7.7,-8.5
5099.5,4.07,7.42,7.66,-3.1,-0.49,-2.3
5099.75,3.51,6.91,7.33,-3.1,-0.49,-2.3
5100.0,2.98,6.5,6.91,-3.1,-0.48,-2.2
5100.25,3.07,5.83,6.53,-2.9,-0.29,-2.3
5100.5,3.31,5.46,5.82,-3.0,-0.2,-2.3
5100.75,2.95,5.49,6.25,-3.1,-0.22,-2.3
5101.0,1.93,5.62,6.14,-3.0,-0.27,-2.3
5101.25,3.89,5.9,6.91,-2.9,-0.3,-2.3
5101.5,2.42,5.96,6.51,-3.1,-0.24,-2.3
5101.75,3.52,6.67,7.08,-2.7,0.238,-1.9
5102.0,5.24,8.4,9.33,-4.0,-0.97,-2.8
5102.25,5.42,9.08,9.39,-4.9,-1.7,-3.5
5102.5,6.78,8.1,8.75,-4.5,-2.8,-3.6
5102.75,7.13,9.97,9.89,-4.5,-2.5,-3.6
5103.0,7.6,10.4,10.3,-5.0,-2.8,-4.3
5103.25,5.82,9.2,11.3,-9.1,-7.3,-8.4
5103.5,5.73,8.65,10.6,-8.9,-7.1,-8.0
5103.75,5.78,9.33,11.7,-11.0,-9.6,-10.0
5104.0,5.31,8.43,11.4,-11.0,-9.4,-10.0
5104.25,5.54,8.43,11.2,-11.0,-9.1,-10.0
5104.5,5.33,7.91,11.1,-10.0,-8.5,-9.4
5104.75,6.45,8.56,12.4,-9.4,-8.9,-8.5
5105.0,9.63,11.3,12.7,-7.1,-5.9,-6.2
5105.25,7.0,8.9,12.2,-7.9,-7.3,-7.2
5105.5,7.63,8.43,10.4,-5.5,-4.7,-4.7
5105.75,10.7,10.9,11.9,-4.0,-2.9,-3.1
5106.0,10.2,10.9,11.7,-4.7,-3.5,-3.6
5106.25,10.8,10.3,11.6,-3.7,-3.3,-2.8
5106.5,12.3,10.9,12.9,-2.1,-2.2,-1.4
5106.75,6.18,5.07,5.01,-2.1,-2.1,-1.5
5107.0,4.3,2.43,1.92,-2.4,-2.5,-1.9
5107.25,6.19,2.37,1.89,-2.5,-2.5,-1.8
5107.5,5.98,2.33,1.85,-2.5,-2.5,-1.9
5107.75,5.8,2.1,1.84,-2.3,-2.5,-1.9
5108.0,5.75,2.1,1.83,-2.3,-2.4,-1.9
5108.25,5.67,2.16,1.83,-2.5,-2.4,-1.9
5108.5,5.85,2.09,1.83,-2.3,-2.4,-1.9
5108.75,6.02,2.1,1.83,-2.5,-2.5,-1.9
5109.0,5.85,2.09,1.83,-2.4,-2.5,-1.9
5109.25,5.74,2.31,1.84,-2.3,-2.4,-1.9
5109.5,5.69,2.15,1.83,-2.3,-2.4,-1.9
5109.75,5.72,2.1,1.83,-2.3,-2.5,-1.9
5110.0,5.69,2.09,1.83,-2.3,-2.5,-1.9
5110.25,5.72,2.09,1.84,-2.3,-2.5,-1.9
5110.5,5.55,2.1,1.83,-2.5,-2.5,-1.9
5110.75,5.17,2.17,1.84,-2.4,-2.4,-1.9
5111.0,5.14,2.13,1.83,-2.4,-2.4,-1.9
5111.25,5.52,2.1,1.83,-2.5,-2.5,-1.9
5111.5,5.3,2.1,1.83,-2.2,-2.5,-1.9
5111.75,5.03,2.1,1.84,-2.5,-2.5,-1.9
5112.0,4.84,2.1,1.89,-2.5,-2.5,-1.8
5112.25,4.96,2.16,1.84,-2.4,-2.5,-1.9
5112.5,5.49,2.15,1.84,-2.3,-2.5,-1.9
5112.75,4.92,2.1,1.84,-2.5,-2.5,-1.9
5113.0,4.68,2.1,1.84,-2.4,-2.5,-1.9
5113.25,4.62,2.11,1.84,-2.5,-2.5,-1.9
5113.5,4.79,2.14,1.84,-2.5,-2.5,-1.9
5113.75,5.0,2.17,1.84,-2.3,-2.4,-1.9
5114.0,4.7,2.16,1.83,-2.5,-2.4,-1.9
5114.25,4.81,2.14,1.83,-2.5,-2.4,-1.9
5114.5,4.83,2.28,1.83,-2.4,-2.5,-1.9
5114.75,5.23,2.1,1.84,-2.5,-2.5,-1.9
5115.0,4.79,2.1,1.83,-2.5,-2.5,-1.9
5115.25,4.85,2.1,1.84,-2.4,-2.5,-1.9
5115.5,4.84,2.12,1.84,-2.5,-2.5,-1.9
5115.75,4.96,2.13,1.84,-2.4,-2.5,-1.9
5116.0,4.84,2.18,1.84,-2.3,-2.4,-1.9
5116.25,4.59,2.12,1.84,-2.6,-2.5,-1.9
5116.5,4.68,2.1,1.89,-2.4,-2.5,-1.8
5116.75,4.88,2.1,1.84,-2.4,-2.5,-1.9
5117.0,4.89,2.11,1.84,-2.4,-2.5,-1.9
5117.25,5.03,2.11,1.83,-2.3,-2.5,-1.9
5117.5,4.83,2.17,1.84,-2.4,-2.4,-1.9
5117.75,4.77,2.16,1.84,-2.4,-2.4,-1.9
5118.0,4.74,2.16,1.84,-2.2,-2.4,-1.9
5118.25,4.91,2.15,1.84,-2.4,-2.4,-1.9
5118.5,4.82,2.1,1.84,-2.5,-2.5,-1.9
5118.75,5.0,2.1,1.84,-2.3,-2.4,-1.9
5119.0,4.86,2.09,1.81,-2.4,-2.4,-1.8
5119.25,4.5,2.09,1.61,-2.2,-2.4,-1.8
5119.5,4.12,1.83,1.45,-2.2,-2.4,-1.7
5119.75,3.85,1.79,1.46,-2.3,-2.4,-1.7
5120.0,3.78,1.86,1.46,-2.1,-2.3,-1.7
