Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
5088.0,2.72,-1.0,13.1,-0.73,3.8,-1.3
5088.25,2.8,-0.59,10.2,-1.1,3.38,-2.2
5088.5,2.97,-0.51,10.7,-0.9,3.22,-1.9
5088.75,2.43,-0.68,11.4,-0.86,3.47,-1.9
5089.0,2.84,-0.75,12.7,-1.0,3.97,-2.2
5089.25,2.81,-0.33,8.9,-0.85,3.01,-2.0
5089.5,2.93,-0.41,9.31,-0.56,2.93,-1.5
5089.75,2.79,-0.55,10.5,-1.2,3.32,-1.9
5090.0,2.36,-0.62,11.8,-1.1,3.89,-2.5
5090.25,3.02,-0.58,10.2,-0.88,2.95,-1.2
5090.5,2.92,-0.31,9.31,-1.0,3.11,-2.3
5090.75,2.21,-1.1,14.0,-1.1,4.1,-1.7
5091.0,2.95,-0.56,10.3,-1.1,3.05,-1.4
5091.25,2.88,-0.48,11.1,-0.87,3.48,-2.4
5091.5,2.68,-0.33,8.55,-0.67,2.81,-1.7
5091.75,3.13,-0.27,9.5,-0.86,3.15,-1.9
5092.0,2.61,-0.22,7.82,-1.1,2.63,-1.6
5092.25,2.74,-0.42,11.6,-0.77,3.45,-2.1
5092.5,2.7,-0.37,10.6,-1.2,3.25,-2.4
5092.75,2.73,-0.38,10.8,-1.1,3.31,-2.1
5093.0,2.56,-0.54,9.77,-0.85,2.9,-1.3
5093.25,3.0,-0.81,12.3,-0.8,3.84,-2.3
5093.5,3.14,-0.66,11.9,-0.73,3.53,-1.9
5093.75,2.7,-0.38,8.88,-0.54,2.87,-1.6
5094.0,2.99,-0.56,11.4,-0.81,3.43,-2.0
5094.25,2.91,-0.71,11.8,-0.84,3.77,-2.4
5094.5,2.67,-0.48,10.8,-0.78,3.05,-1.3
5094.75,2.88,-0.7,11.8,-1.0,3.78,-2.5
5095.0,2.74,-0.27,9.5,-0.78,2.9,-1.8
5095.25,2.73,-0.73,12.2,-1.1,3.43,-1.8
5095.5,2.84,-0.3,10.6,-0.99,3.15,-2.2
5095.75,2.94,-0.7,10.1,-0.99,2.7,-0.78
5096.0,3.32,-0.89,12.4,-1.1,3.51,-1.5
5096.25,3.13,-0.71,11.6,-1.3,3.43,-2.0
5096.5,2.51,-0.99,14.5,-1.5,4.22,-2.5
5096.75,2.75,-0.84,14.4,-1.7,4.61,-3.7
5097.0,2.72,-0.97,15.0,-1.8,5.07,-3.5
5097.25,2.43,-1.1,15.7,-2.0,5.15,-2.7
5097.5,3.01,-0.3,14.2,-2.2,4.82,-3.4
5097.75,3.68,0.944,12.8,-2.1,4.6,-4.5
5098.0,4.49,0.0262,14.1,-2.2,4.84,-3.6
5098.25,4.65,0.251,14.0,-2.2,4.95,-4.3
5098.5,3.92,0.444,13.4,-2.1,4.82,-4.5
5098.75,4.4,0.825,13.3,-2.1,4.83,-4.9
5099.0,4.37,0.0281,14.0,-2.1,4.89,-4.0
5099.25,3.78,0.401,14.1,-1.7,4.82,-3.9
5099.5,4.4,0.237,14.1,-1.7,4.89,-3.9
5099.75,3.73,0.115,14.3,-1.7,4.76,-3.5
5100.0,4.18,0.08,14.3,-1.7,4.94,-3.9
5100.25,4.13,0.0332,14.2,-1.6,4.89,-3.8
5100.5,3.92,0.00407,14.7,-1.4,5.01,-3.5
5100.75,4.26,-0.19,14.3,-1.6,4.9,-3.4
5101.0,3.85,-0.096,14.8,-1.9,4.93,-3.3
5101.25,4.38,-0.65,15.4,-1.6,4.69,-2.0
5101.5,4.06,-0.6,15.7,-1.8,4.49,-1.7
5101.75,3.63,-0.72,16.0,-1.7,4.77,-2.4
5102.0,3.59,-0.75,15.7,-1.7,4.83,-2.9
5102.25,3.71,-0.42,15.2,-1.4,4.46,-3.0
