Year, LDCurve, Hour, Meter, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "13.8 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "13.8 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "13.8 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "13.8 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "13.8 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
0, , 8760, "GERAL"       ,   17320043,    1094177,       6015,       6034,   16470237,    1721303,       5883,       5900,          0,          0,     600502,     521228,     849802,    1943361,        132,        312,      55507,    -175445,     794295,    2118806,         46,         93,      29929,     819873,      29929,         -0,      29929,          0,          0,          0,          0,          0,     849802,          0,          0,          0,          0,          0,          0,      29929,          0,          0,          0,          0,          0,          0,      25578,          0,          0,          0,          0,          0,          0,     794295,          0,          0,          0,          0,          0,          0,   16470237,          0,          0,          0,          0,          0,          0
