MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4135.0,0.0,1477919.0,-2,0.0,0.0,0.0,0.0,135793.4,0.0,0.0,0.0,0.0,0.0,221687.85,-0.3,546830.03,-1.18,904309.8
FEV,4140.0,0.0,1530994.0,-3,0.0,0.0,0.0,0.0,135957.6,0.0,0.0,0.0,0.0,0.0,229649.1,-0.45,566467.78,-1.77,932072.26
MAR,4141.0,0.0,1643088.0,-3,0.0,0.0,0.0,0.0,135990.44,0.0,0.0,0.0,0.0,0.0,246463.2,-0.45,607942.56,-1.77,990393.98
ABR,3624.0,0.0,1260387.0,-2,0.0,0.0,476.0,0.0,119012.16,0.0,12975.76,0.0,0.0,0.0,189058.05,-0.3,466343.19,-1.18,787387.68
MAI,3623.0,0.0,1312792.0,-3,0.0,0.0,477.0,0.0,118979.32,0.0,13003.02,0.0,0.0,0.0,196918.8,-0.45,485733.04,-1.77,814631.96
JUN,4138.0,0.0,1476423.0,-2,0.0,0.0,0.0,0.0,135891.92,0.0,0.0,0.0,0.0,0.0,221463.45,-0.3,546276.51,-1.18,903630.4
JUL,4139.0,187.0,1479738.0,142,0.0,187.0,0.0,0.0,135924.76,15584.58,0.0,0.0,0.0,31169.16,221960.7,21.3,547503.06,83.78,952247.34
AGO,3624.0,0.0,1379489.0,-1,0.0,0.0,476.0,0.0,119012.16,0.0,12975.76,0.0,0.0,0.0,206923.35,-0.15,510410.93,-0.59,849321.46
SET,3623.0,0.0,1290606.0,-1,0.0,0.0,477.0,0.0,118979.32,0.0,13003.02,0.0,0.0,0.0,193590.9,-0.15,477524.22,-0.59,803096.72
OUT,4044.0,0.0,1331889.0,-2,0.0,0.0,56.0,0.0,132804.96,0.0,1526.56,0.0,0.0,0.0,199783.35,-0.3,492798.93,-1.18,826912.32
NOV,4140.0,113.0,1419927.0,25,0.0,113.0,0.0,0.0,135957.6,9417.42,0.0,0.0,0.0,18834.84,212989.05,3.75,525372.99,14.75,902590.4
DEZ,4140.0,0.0,1440055.0,-3,0.0,0.0,0.0,0.0,135957.6,0.0,0.0,0.0,0.0,0.0,216008.25,-0.45,532820.35,-1.77,884783.98
TOTAIS,4141.0,187.0,17043307.0,145,0.0,187.0,477.0,0.0,1560261.2400000002,25002.0,53484.119999999995,0.0,0.0,50004.0,2556496.05,21.750000000000004,6306023.589999999,85.54999999999998,10551378.3
CTOTAL,,,17043452.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10551378.3
DCFP,4100.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
KW_TARGET_FP,4100.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,3588.0,,,,,,,,,,,,,,,,,,
