Descricao,Valor
kWh fornecido (EnergyMeter kWh),17042885.0
kWh da carga (Zone kWh),15276243.0
Zone losses (Zone Losses kWh),973900.0
Perdas na linha MT (Line Losses kWh),31287.0
Perdas nos trafos (Transformer Losses kWh),942613.0
Perdas em vazio ferro (No Load Losses kWh),892642.0
Perdas em carga cobre (Transformer - NoLoad) kWh,49971.0
