Descricao,Valor
kWh fornecido (EnergyMeter kWh),16504299.0
kWh da carga (Zone kWh),14900993.0
Zone losses (Zone Losses kWh),951793.0
Perdas na linha MT (Line Losses kWh),28047.0
Perdas nos trafos (Transformer Losses kWh),923728.0
Perdas em vazio ferro (No Load Losses kWh),868886.0
Perdas em carga cobre (Transformer - NoLoad) kWh,54842.0
