MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4614,1415,1325165,55411,0.0,0.0,386.0,785.0,151523.76,117926.1,10522.36,54298.45,0.0,0.0,198774.75,8311.65,490311.05,32692.49,1064360.61
FEV,5307,1723,1371734,64607,307.0,0.0,0.0,477.0,174281.88,143594.82,0.0,32994.09,20163.76,0.0,205760.1,9691.05,507541.58,38118.13,1132145.41
MAR,5438,2047,1468441,79137,438.0,0.0,0.0,153.0,178583.92,170596.98,0.0,10583.01,28767.84,0.0,220266.15,11870.55,543323.17,46690.83,1210682.45
ABR,3501,1331,1115726,59158,0.0,0.0,1499.0,869.0,114972.84,110925.54,40862.74,60108.73,0.0,0.0,167358.9,8873.7,412818.62,34903.22,950824.29
MAI,3465,1736,1163282,67204,0.0,0.0,1535.0,464.0,113790.6,144678.24,41844.1,32094.88,0.0,0.0,174492.3,10080.6,430414.34,39650.36,987045.42
JUN,4389,1876,1311492,79104,0.0,0.0,611.0,324.0,144134.76,156345.84,16655.86,22411.08,0.0,0.0,196723.8,11865.6,485252.04,46671.36,1080060.34
JUL,4620,2401,1307905,74330,0.0,201.0,380.0,0.0,151720.8,200099.34,10358.8,0.0,0.0,33502.68,196185.75,11149.5,483924.85,43854.7,1130796.42
AGO,3468,1603,1223169,70463,0.0,0.0,1532.0,597.0,113889.12,133594.02,41762.32,41294.49,0.0,0.0,183475.35,10569.45,452572.53,41573.17,1018730.45
SET,3105,1311,1140587,66414,0.0,0.0,1895.0,889.0,101968.2,109258.74,51657.7,61492.13,0.0,0.0,171088.05,9962.1,422017.19,39184.26,966628.37
OUT,3910,1528,1175572,68487,0.0,0.0,1090.0,672.0,128404.4,127343.52,29713.4,46482.24,0.0,0.0,176335.8,10273.05,434961.64,40407.33,993921.38
NOV,5377,2326,1262920,67975,377.0,126.0,0.0,0.0,176580.68,193848.84,0.0,0.0,24761.36,21001.68,189438.0,10196.25,467280.4,40105.25,1123212.46
DEZ,5286,2152,1285383,63398,286.0,0.0,0.0,48.0,173592.24,179347.68,0.0,3320.16,18784.48,0.0,192807.45,9509.7,475591.71,37404.82,1090358.24
TOTAIS,5438,2401,15151376,815688,,,,,,,,,,,,,,,12748765.840000002
