MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4038,639,1404683,7547,0.0,0.0,0.0,761.0,132607.92,53254.26,0.0,52638.37,0.0,0.0,210702.45,1132.05,519732.71,4452.73,974520.49
FEV,4039,948,1447443,18431,0.0,0.0,0.0,452.0,132640.76,79006.32,0.0,31264.84,0.0,0.0,217116.45,2764.65,535553.91,10874.29,1009221.22
MAR,4039,1271,1542306,32598,0.0,0.0,0.0,129.0,132640.76,105925.14,0.0,8922.93,0.0,0.0,231345.9,4889.7,570653.22,19232.82,1073610.47
ABR,3514,555,1189450,13180,0.0,0.0,486.0,845.0,115399.76,46253.7,13248.36,58448.65,0.0,0.0,178417.5,1977.0,440096.5,7776.2,861617.67
MAI,3521,959,1236072,18994,0.0,0.0,479.0,441.0,115629.64,79923.06,13057.54,30503.97,0.0,0.0,185410.8,2849.1,457346.64,11206.46,895927.21
JUN,4038,1099,1380370,32948,0.0,0.0,0.0,301.0,132607.92,91590.66,0.0,20820.17,0.0,0.0,207055.5,4942.2,510736.9,19439.32,987192.67
JUL,4034,1623,1388878,21920,0.0,223.0,0.0,0.0,132476.56,135260.82,0.0,0.0,0.0,37169.64,208331.7,3288.0,513884.86,12932.8,1043344.38
AGO,3534,826,1295432,22478,0.0,0.0,466.0,574.0,116056.56,68838.84,12703.16,39703.58,0.0,0.0,194314.8,3371.7,479309.84,13262.02,927560.5
SET,3534,535,1215660,15229,0.0,0.0,466.0,865.0,116056.56,44586.9,12703.16,59832.05,0.0,0.0,182349.0,2284.35,449794.2,8985.11,876591.33
OUT,3923,752,1252986,16269,0.0,0.0,77.0,648.0,128831.32,62671.68,2099.02,44822.16,0.0,0.0,187947.9,2440.35,463604.82,9598.71,902015.96
NOV,4040,1549,1332876,24430,0.0,149.0,0.0,0.0,132673.6,129093.66,0.0,0.0,0.0,24835.32,199931.4,3664.5,493164.12,14413.7,997776.3
DEZ,4040,1376,1358253,18834,0.0,0.0,0.0,24.0,132673.6,114675.84,0.0,1660.08,0.0,0.0,203737.95,2825.1,502553.61,11112.06,969238.24
TOTAIS,4040,1623,16044409,242858,,,,,,,,,,,,,,,11518616.44
